"","X","Longitude","Latitude","event_date","sport","Opponent","home","win","crime_type","Crime Category"
"207",869,-78.481274,38.035213,"2020-01-11","Basketball","Syracuse",FALSE,FALSE,"Driving Under the Influence","Substance Abuse"
"208",870,-78.492224,38.060855,"2020-01-11","Basketball","Syracuse",FALSE,FALSE,"Lost/FoundProperty","Non-criminal report"
"209",871,-78.49772,38.040536,"2020-01-11","Basketball","Syracuse",FALSE,FALSE,"Burglary","Theft"
"210",872,-78.499392,38.036158,"2020-01-11","Basketball","Syracuse",FALSE,FALSE,"Hit and Run","Vehicle Accident"
"211",873,-78.48045,38.026588,"2020-01-11","Basketball","Syracuse",FALSE,FALSE,"Robbery - Strong Arm","Theft"
"212",874,-78.50005,38.014495,"2020-01-11","Basketball","Syracuse",FALSE,FALSE,"Disturbance - Non Domestic","Disorderly Conduct"
"213",875,-78.48045,38.026588,"2020-01-11","Basketball","Syracuse",FALSE,FALSE,"Driving Under the Influence","Substance Abuse"
"214",876,-78.497708,38.063304,"2020-01-11","Basketball","Syracuse",FALSE,FALSE,"Weapons Violations","Other"
"215",915,-78.503703,38.014946,"2020-01-07","Basketball","Boston College",TRUE,FALSE,"Assist Citizen - Mental/TDO/ECO","Non-criminal report"
"216",916,-78.5015,38.055196,"2020-01-07","Basketball","Boston College",TRUE,FALSE,"Death Investigation - DOA","Other"
"217",917,-78.477669,38.031191,"2020-01-07","Basketball","Boston College",TRUE,FALSE,"Hit and Run","Vehicle Accident"
"218",918,-78.50005,38.014495,"2020-01-07","Basketball","Boston College",TRUE,FALSE,"Larceny - All Other","Theft"
"219",919,-78.495052,38.035521,"2020-01-07","Basketball","Boston College",TRUE,FALSE,"Death Investigation - DOA","Other"
"220",920,-78.460828,38.045976,"2020-01-07","Basketball","Boston College",TRUE,FALSE,"Assault Intimidation","Threat and/or Assault"
"221",921,-78.480816,38.016703,"2020-01-07","Basketball","Boston College",TRUE,FALSE,"Fraud-credit card","Fraud"
"222",922,-78.470829,38.061521,"2020-01-07","Basketball","Boston College",TRUE,FALSE,"Hit and Run","Vehicle Accident"
"223",923,-78.491258,38.022211,"2020-01-07","Basketball","Boston College",TRUE,FALSE,"Fraud-credit card","Fraud"
"224",924,-78.486204,38.019593,"2020-01-07","Basketball","Boston College",TRUE,FALSE,"Shots Fired/Illegal Hunting","Disorderly Conduct"
"225",925,-78.498406,38.052819,"2020-01-07","Basketball","Boston College",TRUE,FALSE,"Lost/FoundProperty","Non-criminal report"
"226",948,-78.481145,38.031382,"2020-01-04","Basketball","Virginia Tech",FALSE,TRUE,"Vandalism","Disorderly Conduct"
"227",949,-78.482695,38.030748,"2020-01-04","Basketball","Virginia Tech",FALSE,TRUE,"Disorderly Conduct","Disorderly Conduct"
"228",950,-78.488704,38.018343,"2020-01-04","Basketball","Virginia Tech",FALSE,TRUE,"Drug Investigation","Substance Abuse"
"229",951,-78.48045,38.026588,"2020-01-04","Basketball","Virginia Tech",FALSE,TRUE,"Larceny - All Other","Theft"
"230",952,-78.490814,38.031848,"2020-01-04","Basketball","Virginia Tech",FALSE,TRUE,"Larceny - From Motor Vehicle","Theft"
"231",953,-78.492224,38.060855,"2020-01-04","Basketball","Virginia Tech",FALSE,TRUE,"Burglary","Theft"
"232",954,-78.48045,38.026588,"2020-01-04","Basketball","Virginia Tech",FALSE,TRUE,"Hit and Run","Vehicle Accident"
"233",955,-78.474548,38.027592,"2020-01-04","Basketball","Virginia Tech",FALSE,TRUE,"Larceny - Of Veh Parts/Access","Theft"
"234",956,-78.495713,38.034035,"2020-01-04","Basketball","Virginia Tech",FALSE,TRUE,"Larceny - All Other","Theft"
"235",957,-78.482695,38.030748,"2020-01-04","Basketball","Virginia Tech",FALSE,TRUE,"Suspicious Activity","Disorderly Conduct"
"236",958,-78.478271,38.040728,"2020-01-04","Basketball","Virginia Tech",FALSE,TRUE,"Hit and Run","Vehicle Accident"
"237",959,-78.481638,38.027754,"2020-01-04","Basketball","Virginia Tech",FALSE,TRUE,"Missing Person-juvenile","Non-criminal report"
"238",960,-78.48045,38.026588,"2020-01-04","Basketball","Virginia Tech",FALSE,TRUE,"Vandalism","Disorderly Conduct"
"239",961,-78.479255,38.030195,"2020-01-04","Basketball","Virginia Tech",FALSE,TRUE,"Suspicious Activity","Disorderly Conduct"
"240",962,-78.489597,38.064408,"2020-01-04","Basketball","Virginia Tech",FALSE,TRUE,"Burglary","Theft"
"241",963,-78.48045,38.026588,"2020-01-04","Basketball","Virginia Tech",FALSE,TRUE,"Hit and Run","Vehicle Accident"
"242",964,-78.492224,38.060855,"2020-01-04","Basketball","Virginia Tech",FALSE,TRUE,"Misc - Criminal Call","Other"
"243",965,-78.48003,38.029931,"2020-01-04","Basketball","Virginia Tech",FALSE,TRUE,"Assault Simple","Threat and/or Assault"
"244",1060,-78.475337,38.03394,"2019-12-29","Basketball","Navy",FALSE,TRUE,"Missing Person-juvenile","Non-criminal report"
"245",1061,-78.475337,38.03394,"2019-12-29","Basketball","Navy",FALSE,TRUE,"Missing Person-juvenile","Non-criminal report"
"246",1062,-78.451608,38.04987,"2019-12-29","Basketball","Navy",FALSE,TRUE,"Narcotics","Substance Abuse"
"247",1063,-78.497998,38.061269,"2019-12-29","Basketball","Navy",FALSE,TRUE,"Runaway","Other"
"248",1064,-78.497998,38.061269,"2019-12-29","Basketball","Navy",FALSE,TRUE,"Runaway","Other"
"249",1065,-78.479709,38.023421,"2019-12-29","Basketball","Navy",FALSE,TRUE,"Assault Simple","Threat and/or Assault"
"250",1066,-78.491586,38.039186,"2019-12-29","Basketball","Navy",FALSE,TRUE,"Assault Simple","Threat and/or Assault"
"251",1067,-78.480746,38.030391,"2019-12-29","Basketball","Navy",FALSE,TRUE,"Larceny - Shoplifitng","Theft"
"252",1068,-78.471272,38.02485,"2019-12-29","Basketball","Navy",FALSE,TRUE,"Vandalism","Disorderly Conduct"
"253",1069,-78.48225,38.065057,"2019-12-29","Basketball","Navy",FALSE,TRUE,"Suspicious Activity","Disorderly Conduct"
"254",1070,-78.481145,38.031682,"2019-12-29","Basketball","Navy",FALSE,TRUE,"Assist Citizen - Mental/TDO/ECO","Non-criminal report"
"255",1071,-78.467982,38.020478,"2019-12-29","Basketball","Navy",FALSE,TRUE,"Larceny - Theft from Building","Theft"
"256",1072,-78.473931,38.034546,"2019-12-29","Basketball","Navy",FALSE,TRUE,"Assault Simple","Threat and/or Assault"
"257",1073,-78.46969,38.017745,"2019-12-29","Basketball","Navy",FALSE,TRUE,"Suspicious Activity","Disorderly Conduct"
"258",1074,-78.513463,38.038226,"2019-12-29","Basketball","Navy",FALSE,TRUE,"Vandalism","Disorderly Conduct"
"259",1075,-78.48045,38.026588,"2019-12-29","Basketball","Navy",FALSE,TRUE,"Missing Person-adult","Non-criminal report"
"260",1076,-78.501015,38.040639,"2019-12-29","Basketball","Navy",FALSE,TRUE,"Drunkeness DIP","Substance Abuse"
"261",1139,-78.487098,38.021191,"2019-12-22","Basketball","South Carolina",FALSE,FALSE,"Assault Aggravated","Threat and/or Assault"
"262",1140,-78.487892,38.030788,"2019-12-22","Basketball","South Carolina",FALSE,FALSE,"Larceny - Shoplifitng","Theft"
"263",1141,-78.503703,38.014946,"2019-12-22","Basketball","South Carolina",FALSE,FALSE,"Hit and Run","Vehicle Accident"
"264",1142,-78.500062,38.034497,"2019-12-22","Basketball","South Carolina",FALSE,FALSE,"Larceny - Shoplifitng","Theft"
"265",1143,-78.516812,38.012056,"2019-12-22","Basketball","South Carolina",FALSE,FALSE,"Larceny - From Motor Vehicle","Theft"
"266",1194,-78.485672,38.022908,"2019-12-18","Basketball","Stony Brook",FALSE,TRUE,"Assault Simple","Threat and/or Assault"
"267",1195,-78.495611,38.063643,"2019-12-18","Basketball","Stony Brook",FALSE,TRUE,"Assist Citizen - Mental/TDO/ECO","Non-criminal report"
"268",1196,-78.500652,38.038978,"2019-12-18","Basketball","Stony Brook",FALSE,TRUE,"Larceny - From Motor Vehicle","Theft"
"269",1197,-78.503477,38.043331,"2019-12-18","Basketball","Stony Brook",FALSE,TRUE,"Hit and Run","Vehicle Accident"
"270",1198,-78.512673,38.017288,"2019-12-18","Basketball","Stony Brook",FALSE,TRUE,"Assault Simple","Threat and/or Assault"
"271",1199,-78.50005,38.014495,"2019-12-18","Basketball","Stony Brook",FALSE,TRUE,"Drug/Narcotics Violation","Substance Abuse"
"272",1200,-78.503011,38.048623,"2019-12-18","Basketball","Stony Brook",FALSE,TRUE,"Phone Calls - Threat or Obscene","Threat and/or Assault"
"273",1201,-78.475337,38.03394,"2019-12-18","Basketball","Stony Brook",FALSE,TRUE,"Vandalism","Disorderly Conduct"
"274",1202,-78.494229,38.033911,"2019-12-18","Basketball","Stony Brook",FALSE,TRUE,"Larceny - Theft from Building","Theft"
"275",1203,-78.491586,38.039186,"2019-12-18","Basketball","Stony Brook",FALSE,TRUE,"Warrant Service","Other"
"276",1204,-78.48045,38.026588,"2019-12-18","Basketball","Stony Brook",FALSE,TRUE,"Larceny - All Other","Theft"
"277",1205,-78.486363,38.064994,"2019-12-18","Basketball","Stony Brook",FALSE,TRUE,"Larceny - All Other","Theft"
"278",1206,-78.470276,38.043854,"2019-12-18","Basketball","Stony Brook",FALSE,TRUE,"Harassment","Threat and/or Assault"
"279",1207,-78.48045,38.026588,"2019-12-18","Basketball","Stony Brook",FALSE,TRUE,"Driving Under the Influence","Substance Abuse"
"280",1326,-78.48045,38.026588,"2019-12-08","Basketball","UNC",FALSE,TRUE,"Assault Simple","Threat and/or Assault"
"281",1327,-78.48045,38.026588,"2019-12-08","Basketball","UNC",FALSE,TRUE,"Larceny - Theft from Building","Theft"
"282",1328,-78.486363,38.064994,"2019-12-08","Basketball","UNC",FALSE,TRUE,"Larceny - Shoplifitng","Theft"
"283",1329,-78.481638,38.027754,"2019-12-08","Basketball","UNC",FALSE,TRUE,"Hit and Run","Vehicle Accident"
"284",1330,-78.490241,38.033559,"2019-12-08","Basketball","UNC",FALSE,TRUE,"Vandalism","Disorderly Conduct"
"285",1331,-78.502101,38.060455,"2019-12-08","Basketball","UNC",FALSE,TRUE,"Burglary","Theft"
"286",1332,-78.491926,38.042033,"2019-12-08","Basketball","UNC",FALSE,TRUE,"Sex Offense","Sex Offense"
"287",1333,-78.481638,38.027754,"2019-12-08","Basketball","UNC",FALSE,TRUE,"Vandalism","Disorderly Conduct"
"288",1334,-78.496684,38.032645,"2019-12-08","Basketball","UNC",FALSE,TRUE,"Larceny - From Motor Vehicle","Theft"
"289",1335,-78.48045,38.026588,"2019-12-08","Basketball","UNC",FALSE,TRUE,"Hit and Run","Vehicle Accident"
"290",1336,-78.493464,38.058905,"2019-12-08","Basketball","UNC",FALSE,TRUE,"Driving Under the Influence","Substance Abuse"
"291",1337,-78.500296,38.034988,"2019-12-08","Basketball","UNC",FALSE,TRUE,"Larceny - Shoplifitng","Theft"
"292",1338,-78.484907,38.020692,"2019-12-08","Basketball","UNC",FALSE,TRUE,"Hit and Run","Vehicle Accident"
"293",1339,-78.500873,38.03573,"2019-12-08","Basketball","UNC",FALSE,TRUE,"Assault Simple","Threat and/or Assault"
"294",1340,-78.49157,38.03847,"2019-12-08","Basketball","UNC",FALSE,TRUE,"Domestic Disturbance","Disorderly Conduct"
"295",1388,-78.492224,38.060855,"2019-12-04","Basketball","Purdue",TRUE,FALSE,"Larceny - From Motor Vehicle","Theft"
"296",1389,-78.494399,38.024646,"2019-12-04","Basketball","Purdue",TRUE,FALSE,"Assault Simple","Threat and/or Assault"
"297",1390,-78.49157,38.03877,"2019-12-04","Basketball","Purdue",TRUE,FALSE,"Missing Person-juvenile","Non-criminal report"
"298",1391,-78.475702,38.052489,"2019-12-04","Basketball","Purdue",TRUE,FALSE,"Larceny - Pocket Picking","Theft"
"299",1392,-78.50005,38.014495,"2019-12-04","Basketball","Purdue",TRUE,FALSE,"Embezzelment","Fraud"
"300",1393,-78.497998,38.061269,"2019-12-04","Basketball","Purdue",TRUE,FALSE,"Assault Aggravated","Threat and/or Assault"
"301",1394,-78.471217,38.025191,"2019-12-04","Basketball","Purdue",TRUE,FALSE,"Assist Citizen - Mental/TDO/ECO","Non-criminal report"
"302",1395,-78.48045,38.026588,"2019-12-04","Basketball","Purdue",TRUE,FALSE,"Hit and Run","Vehicle Accident"
"303",1396,-78.50005,38.014495,"2019-12-04","Basketball","Purdue",TRUE,FALSE,"Hit and Run","Vehicle Accident"
"304",1397,-78.48045,38.026588,"2019-12-04","Basketball","Purdue",TRUE,FALSE,"Larceny - Theft from Building","Theft"
"305",1398,-78.456902,38.038632,"2019-12-04","Basketball","Purdue",TRUE,FALSE,"Animal Complaint","Animal-related"
"306",1399,-78.50005,38.014345,"2019-12-04","Basketball","Purdue",TRUE,FALSE,"Suspicious Activity","Disorderly Conduct"
"307",1400,-78.488496,38.030966,"2019-12-04","Basketball","Purdue",TRUE,FALSE,"Lost/FoundProperty","Non-criminal report"
"308",1401,-78.476647,38.030122,"2019-12-04","Basketball","Purdue",TRUE,FALSE,"Accident - w/out Injuries","Vehicle Accident"
"309",1402,-78.486886,38.020477,"2019-12-04","Basketball","Purdue",TRUE,FALSE,"Larceny - Of Veh Parts/Access","Theft"
"310",1403,-78.481274,38.035213,"2019-12-04","Basketball","Purdue",TRUE,FALSE,"Larceny - All Other","Theft"
"311",1479,-78.494399,38.024646,"2019-11-27","Basketball","Maine",FALSE,TRUE,"Missing Person-juvenile","Non-criminal report"
"312",1480,-78.48995,38.036175,"2019-11-27","Basketball","Maine",FALSE,TRUE,"Traffic Stops","Other"
"313",1481,-78.490241,38.033559,"2019-11-27","Basketball","Maine",FALSE,TRUE,"Suspicious Activity","Disorderly Conduct"
"314",1482,-78.480554,38.02935,"2019-11-27","Basketball","Maine",FALSE,TRUE,"Hit and Run","Vehicle Accident"
"315",1483,-78.499043,38.052715,"2019-11-27","Basketball","Maine",FALSE,TRUE,"Larceny - All Other","Theft"
"316",1484,-78.493802,38.026847,"2019-11-27","Basketball","Maine",FALSE,TRUE,"Disorderly Conduct","Disorderly Conduct"
"317",1485,-78.495668,38.025451,"2019-11-27","Basketball","Maine",FALSE,TRUE,"Suspicious Activity","Disorderly Conduct"
"318",1486,-78.481893,38.031608,"2019-11-27","Basketball","Maine",FALSE,TRUE,"Misc - Criminal Call","Other"
"319",1487,-78.494309,38.039278,"2019-11-27","Basketball","Maine",FALSE,TRUE,"Robbery - Strong Arm","Theft"
"320",1516,-78.48045,38.026588,"2019-11-24","Basketball","Arizona State",FALSE,TRUE,"Suspicious Activity","Disorderly Conduct"
"321",1517,-78.497998,38.061269,"2019-11-24","Basketball","Arizona State",FALSE,TRUE,"Assist Citizen - Mental/TDO/ECO","Non-criminal report"
"322",1518,-78.491926,38.042033,"2019-11-24","Basketball","Arizona State",FALSE,TRUE,"Assault Simple","Threat and/or Assault"
"323",1519,-78.480746,38.030391,"2019-11-24","Basketball","Arizona State",FALSE,TRUE,"Assault Simple","Threat and/or Assault"
"324",1520,-78.50005,38.014495,"2019-11-24","Basketball","Arizona State",FALSE,TRUE,"Assist Citizen - Mental/TDO/ECO","Non-criminal report"
"325",1521,-78.490828,38.035398,"2019-11-24","Basketball","Arizona State",FALSE,TRUE,"Assist Citizen - Mental/TDO/ECO","Non-criminal report"
"326",1522,-78.462739,38.03264,"2019-11-24","Basketball","Arizona State",FALSE,TRUE,"Lost/FoundProperty","Non-criminal report"
"327",1523,-78.494993,38.035696,"2019-11-24","Basketball","Arizona State",FALSE,TRUE,"Motor Vehicle Theft","Theft"
"328",1524,-78.485701,38.038754,"2019-11-24","Basketball","Arizona State",FALSE,TRUE,"Suspicious Activity","Disorderly Conduct"
"329",1525,-78.484883,38.031294,"2019-11-23","Basketball","UMass",FALSE,TRUE,"Vandalism","Disorderly Conduct"
"330",1526,-78.462147,38.023804,"2019-11-23","Basketball","UMass",FALSE,TRUE,"Suspicious Activity","Disorderly Conduct"
"331",1527,-78.471217,38.025191,"2019-11-23","Basketball","UMass",FALSE,TRUE,"Assist Citizen - Mental/TDO/ECO","Non-criminal report"
"332",1528,-78.49551,38.031987,"2019-11-23","Basketball","UMass",FALSE,TRUE,"Hit and Run","Vehicle Accident"
"333",1529,-78.488354,38.01793,"2019-11-23","Basketball","UMass",FALSE,TRUE,"Suspicious Activity","Disorderly Conduct"
"334",1530,-78.475782,38.065924,"2019-11-23","Basketball","UMass",FALSE,TRUE,"Assist Citizen - Mental/TDO/ECO","Non-criminal report"
"335",1531,-78.479731,38.032619,"2019-11-23","Basketball","UMass",FALSE,TRUE,"Larceny - Theft from Building","Theft"
"336",1532,-78.475923,38.02264,"2019-11-23","Basketball","UMass",FALSE,TRUE,"Larceny - All Other","Theft"
"337",1533,-78.499043,38.052715,"2019-11-23","Basketball","UMass",FALSE,TRUE,"Embezzelment","Fraud"
"338",1534,-78.5002,38.051498,"2019-11-23","Basketball","UMass",FALSE,TRUE,"Hit and Run","Vehicle Accident"
"339",1535,-78.473624,38.05547,"2019-11-23","Basketball","UMass",FALSE,TRUE,"Larceny - From Motor Vehicle","Theft"
"340",1536,-78.46853,38.019645,"2019-11-23","Basketball","UMass",FALSE,TRUE,"Assault Simple","Threat and/or Assault"
"341",1537,-78.482987,38.031221,"2019-11-23","Basketball","UMass",FALSE,TRUE,"Lost/FoundProperty","Non-criminal report"
"342",1586,-78.493175,38.03523,"2019-11-19","Basketball","Vermont",FALSE,TRUE,"Driving Under the Influence","Substance Abuse"
"343",1587,-78.50499,38.023462,"2019-11-19","Basketball","Vermont",FALSE,TRUE,"Fraud-false pretense","Fraud"
"344",1588,-78.5002,38.051498,"2019-11-19","Basketball","Vermont",FALSE,TRUE,"Fraud-credit card","Fraud"
"345",1589,-78.503011,38.048623,"2019-11-19","Basketball","Vermont",FALSE,TRUE,"Larceny - All Other","Theft"
"346",1590,-78.48045,38.026588,"2019-11-19","Basketball","Vermont",FALSE,TRUE,"Accident Property Damage","Vehicle Accident"
"347",1591,-78.477549,38.030267,"2019-11-19","Basketball","Vermont",FALSE,TRUE,"Misc - Non-Criminal Call","Non-criminal report"
"348",1592,-78.480746,38.030391,"2019-11-19","Basketball","Vermont",FALSE,TRUE,"Lost/FoundProperty","Non-criminal report"
"349",1593,-78.486048,38.028539,"2019-11-19","Basketball","Vermont",FALSE,TRUE,"Larceny - All Other","Theft"
"350",1594,-78.499504,38.027573,"2019-11-19","Basketball","Vermont",FALSE,TRUE,"Motor Vehicle Theft","Theft"
"351",1595,-78.476974,38.029267,"2019-11-19","Basketball","Vermont",FALSE,TRUE,"Suspicious Activity","Disorderly Conduct"
"352",1596,-78.4651,38.033533,"2019-11-19","Basketball","Vermont",FALSE,TRUE,"Assist Citizen - Welfare Check","Non-criminal report"
"353",1597,-78.491156,38.030203,"2019-11-19","Basketball","Vermont",FALSE,TRUE,"Burglary","Theft"
"354",1617,-78.48253,38.019865,"2019-11-16","Basketball","Columbia",FALSE,TRUE,"Hit and Run","Vehicle Accident"
"355",1618,-78.518964,38.025784,"2019-11-16","Basketball","Columbia",FALSE,TRUE,"Missing Person-juvenile","Non-criminal report"
"356",1619,-78.491156,38.030203,"2019-11-16","Basketball","Columbia",FALSE,TRUE,"Suspicious Activity","Disorderly Conduct"
"357",1620,-78.476031,38.02958,"2019-11-16","Basketball","Columbia",FALSE,TRUE,"Assist Citizen - Mental/TDO/ECO","Non-criminal report"
"358",1621,-78.5002,38.051498,"2019-11-16","Basketball","Columbia",FALSE,TRUE,"Drug/Narcotics Violation","Substance Abuse"
"359",1622,-78.50005,38.014495,"2019-11-16","Basketball","Columbia",FALSE,TRUE,"Driving Under the Influence","Substance Abuse"
"360",1623,-78.48045,38.026588,"2019-11-16","Basketball","Columbia",FALSE,TRUE,"Hit and Run","Vehicle Accident"
"361",1624,-78.497998,38.061269,"2019-11-16","Basketball","Columbia",FALSE,TRUE,"Missing Person-juvenile","Non-criminal report"
"362",1625,-78.497998,38.061269,"2019-11-16","Basketball","Columbia",FALSE,TRUE,"Missing Person-juvenile","Non-criminal report"
"363",1698,-78.475337,38.03394,"2019-11-10","Basketball","James Madison",FALSE,TRUE,"Missing Person-juvenile","Non-criminal report"
"364",1699,-78.510448,38.026783,"2019-11-10","Basketball","James Madison",FALSE,TRUE,"Assault Simple","Threat and/or Assault"
"365",1700,-78.477549,38.030267,"2019-11-10","Basketball","James Madison",FALSE,TRUE,"Assault Aggravated","Threat and/or Assault"
"366",1701,-78.49996,38.033951,"2019-11-10","Basketball","James Madison",FALSE,TRUE,"Larceny - All Other","Theft"
"367",1702,-78.481507,38.030773,"2019-11-10","Basketball","James Madison",FALSE,TRUE,"Extortion/Blackmail","Threat and/or Assault"
"368",1703,-78.462854,38.024258,"2019-11-10","Basketball","James Madison",FALSE,TRUE,"Assist Agency - Backup/Assist","Non-criminal report"
"369",1704,-78.476974,38.029267,"2019-11-10","Basketball","James Madison",FALSE,TRUE,"Lost/FoundProperty","Non-criminal report"
"370",1750,-78.495376,38.024675,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Sex Offense","Sex Offense"
"371",1751,-78.498909,38.034794,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Larceny - All Other","Theft"
"372",1752,-78.477234,38.018098,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Vandalism","Disorderly Conduct"
"373",1753,-78.462739,38.03264,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Vandalism","Disorderly Conduct"
"374",1754,-78.469685,38.062023,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Comm Relations Initiative - CRI","Non-criminal report"
"375",1755,-78.49157,38.03877,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Missing Person-juvenile","Non-criminal report"
"376",1756,-78.481417,38.029122,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Vandalism","Disorderly Conduct"
"377",1757,-78.493889,38.021234,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Animal Complaint","Animal-related"
"378",1758,-78.48642,38.052849,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Larceny - All Other","Theft"
"379",1759,-78.50005,38.014495,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Fraud-credit card","Fraud"
"380",1760,-78.480909,38.054606,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Misc - Non-Criminal Call","Non-criminal report"
"381",1761,-78.475307,38.031288,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Assist Citizen - Mental/TDO/ECO","Non-criminal report"
"382",1762,-78.480304,38.031121,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Accident Property Damage","Vehicle Accident"
"383",1763,-78.499282,38.044155,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Suspicious Activity","Disorderly Conduct"
"384",1764,-78.486222,38.031303,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Suspicious Activity","Disorderly Conduct"
"385",1765,-78.49996,38.033951,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Larceny - Shoplifitng","Theft"
"386",1766,-78.477549,38.030267,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Suspicious Activity","Disorderly Conduct"
"387",1767,-78.509393,38.021309,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Larceny - From Motor Vehicle","Theft"
"388",1768,-78.471356,38.047375,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Larceny - From Motor Vehicle","Theft"
"389",1769,-78.464352,38.020288,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Assault Simple","Threat and/or Assault"
"390",1770,-78.464352,38.020288,"2019-11-06","Basketball","Syracuse",TRUE,TRUE,"Weapons Violations","Other"
"391",6594,-78.49779,38.033404,"2018-11-17","Football","Georgia Tech",TRUE,FALSE,"Assault Aggravated","Threat and/or Assault"
"392",6595,-78.492224,38.060855,"2018-11-17","Football","Georgia Tech",TRUE,FALSE,"Larceny - All Other","Theft"
"393",6596,-78.486029,38.019814,"2018-11-17","Football","Georgia Tech",TRUE,FALSE,"Larceny - From Motor Vehicle","Theft"
"394",6597,-78.485672,38.022908,"2018-11-17","Football","Georgia Tech",TRUE,FALSE,"Larceny - From Motor Vehicle","Theft"
"395",6598,-78.499326,38.034122,"2018-11-17","Football","Georgia Tech",TRUE,FALSE,"Shots Fired/Illegal Hunting","Disorderly Conduct"
"396",6599,-78.499326,38.034122,"2018-11-17","Football","Georgia Tech",TRUE,FALSE,"Assault Simple","Threat and/or Assault"
"397",6600,-78.485534,38.030167,"2018-11-17","Football","Georgia Tech",TRUE,FALSE,"Assault Simple","Threat and/or Assault"
"398",6601,-78.487098,38.021191,"2018-11-17","Football","Georgia Tech",TRUE,FALSE,"Larceny - All Other","Theft"
"399",6700,-78.48463,38.022893,"2018-11-10","Football","Liberty",FALSE,TRUE,"Trespass","Disorderly Conduct"
"400",6701,-78.48045,38.026588,"2018-11-10","Football","Liberty",FALSE,TRUE,"Assist Citizen - Mental/TDO/ECO","Non-criminal report"
"401",6702,-78.461317,38.025075,"2018-11-10","Football","Liberty",FALSE,TRUE,"Vandalism","Disorderly Conduct"
"402",6703,-78.500517,38.034639,"2018-11-10","Football","Liberty",FALSE,TRUE,"Larceny - From Motor Vehicle","Theft"
"403",6704,-78.514402,38.023231,"2018-11-10","Football","Liberty",FALSE,TRUE,"Hit and Run","Vehicle Accident"
"404",6705,-78.49235,38.063597,"2018-11-10","Football","Liberty",FALSE,TRUE,"Vandalism","Disorderly Conduct"
"405",6706,-78.475436,38.032453,"2018-11-10","Football","Liberty",FALSE,TRUE,"Death Investigation - DOA","Other"
"406",6707,-78.504415,38.015538,"2018-11-10","Football","Liberty",FALSE,TRUE,"Domestic Disturbance","Disorderly Conduct"
"407",6708,-78.465583,38.027733,"2018-11-10","Football","Liberty",FALSE,TRUE,"Assault Simple","Threat and/or Assault"
"408",6709,-78.482695,38.030748,"2018-11-10","Football","Liberty",FALSE,TRUE,"Hit and Run","Vehicle Accident"
"409",6710,-78.50005,38.014345,"2018-11-10","Football","Liberty",FALSE,TRUE,"Sex Offense-forcible fondling","Sex Offense"
"410",6804,-78.468643,38.02338,"2018-11-02","Football","Pittsburgh",FALSE,FALSE,"Hit and Run","Vehicle Accident"
"411",6805,-78.49006,38.066776,"2018-11-02","Football","Pittsburgh",FALSE,FALSE,"Misc - Criminal Call","Other"
"412",6806,-78.479737,38.027836,"2018-11-02","Football","Pittsburgh",FALSE,FALSE,"Drunkeness DIP","Substance Abuse"
"413",6807,-78.47146,38.069522,"2018-11-02","Football","Pittsburgh",FALSE,FALSE,"Larceny - Of Veh Parts/Access","Theft"
"414",6808,-78.490814,38.031848,"2018-11-02","Football","Pittsburgh",FALSE,FALSE,"Assault Intimidation","Threat and/or Assault"
"415",6809,-78.480746,38.030391,"2018-11-02","Football","Pittsburgh",FALSE,FALSE,"Fraud-wire fraud","Fraud"
"416",6810,-78.48045,38.026588,"2018-11-02","Football","Pittsburgh",FALSE,FALSE,"Lost/FoundProperty","Non-criminal report"
"417",6811,-78.468643,38.02338,"2018-11-02","Football","Pittsburgh",FALSE,FALSE,"Assist Citizen - Mental/TDO/ECO","Non-criminal report"
"418",6812,-78.476945,38.027514,"2018-11-02","Football","Pittsburgh",FALSE,FALSE,"Larceny - All Other","Theft"
"419",6813,-78.483051,38.026837,"2018-11-02","Football","Pittsburgh",FALSE,FALSE,"Misc - Non-Criminal Call","Non-criminal report"
"420",6882,-78.491051,38.02629,"2018-10-27","Football","North Carolina",FALSE,TRUE,"Traffic Stops","Other"
"421",6883,-78.48045,38.026588,"2018-10-27","Football","North Carolina",FALSE,TRUE,"Traffic Stops","Other"
"422",6884,-78.48045,38.026588,"2018-10-27","Football","North Carolina",FALSE,TRUE,"Lost/FoundProperty","Non-criminal report"
