RecordID,FeeAmount,RabiesExpirationDate,StreetName,TagNumber,TagType,TagYear,BlockNumber
856,4,2011-07-12T00:00:00.000Z,SUMMIT ST ,20277,Unsexed - 1 Year         ,2010,2300
857,4,2013-05-06T00:00:00.000Z,AMHERST ST ,20278,Unsexed - 1 Year         ,2010,1600
858,4,2020-05-15T00:00:00.000Z,HARDWOOD AVE ,20279,Unsexed - 1 Year         ,2010,1600
859,4,2020-11-08T00:00:00.000Z,ROCK CREEK RD ,20280,Unsexed - 1 Year         ,2010,700
860,4,2018-04-10T00:00:00.000Z,BROWN ST ,20281,Unsexed - 1 Year         ,2010,500
861,10,2020-03-22T00:00:00.000Z,ERIC PL ,20282,Sexed - 1 Year           ,2010,100
862,4,2013-05-15T00:00:00.000Z,WASHINGTON AVE ,20283,Unsexed - 1 Year         ,2010,100
863,4,2014-01-03T00:00:00.000Z,PAGE ST ,20284,Unsexed - 1 Year         ,2010,300
864,4,2013-07-23T00:00:00.000Z,LONG ST ,20285,Unsexed - 1 Year         ,2010,1000
865,4,2017-04-23T00:00:00.000Z,ST CHARLES CT ,20286,Unsexed - 1 Year         ,2010,1100
866,4,2013-03-11T00:00:00.000Z,GREEN ST ,20287,Unsexed - 1 Year         ,2010,1500
867,4,2018-08-03T00:00:00.000Z,SHERWOOD RD ,20288,Unsexed - 1 Year         ,2010,1100
868,4,2013-06-27T00:00:00.000Z,PARK ST ,20289,Unsexed - 1 Year         ,2010,600
869,4,2012-10-22T00:00:00.000Z,BANBURY ST ,20290,Unsexed - 1 Year         ,2010,2200
870,10,2013-05-05T00:00:00.000Z,ANDERSON ST ,20291,Sexed - 1 Year           ,2010,700
871,4,2014-05-11T00:00:00.000Z,E MARKET ST ,20292,Unsexed - 1 Year         ,2010,1900
872,10,2016-06-23T00:00:00.000Z,ORANGEDALE AVE ,20293,Sexed - 1 Year           ,2010,800
873,4,2016-04-11T00:00:00.000Z,BLUE RIDGE RD ,20294,Unsexed - 1 Year         ,2010,1300
874,4,2013-04-07T00:00:00.000Z,VILLAGE RD ,20295,Unsexed - 1 Year         ,2010,800
875,4,2023-02-03T00:00:00.000Z,HILLTOP RD ,20297,Unsexed - 1 Year         ,2010,1300
876,4,2011-07-18T00:00:00.000Z,AZALEA DR ,20298,Unsexed - 1 Year         ,2010,300
877,4,2013-04-15T00:00:00.000Z,ANDERSON ST ,20299,Unsexed - 1 Year         ,2010,900
878,4,2014-04-11T00:00:00.000Z,ANDERSON ST ,20300,Unsexed - 1 Year         ,2010,900
879,4,2012-07-31T00:00:00.000Z,CAROLINE AVE ,20301,Unsexed - 1 Year         ,2010,500
880,4,2014-05-26T00:00:00.000Z,CAROLINE AVE ,20302,Unsexed - 1 Year         ,2010,500
881,10,2014-08-05T00:00:00.000Z,PROSPECT AVE ,20303,Sexed - 1 Year           ,2010,700
882,4,2011-10-21T00:00:00.000Z,PARK ST ,20321,Unsexed - 1 Year         ,2010,600
883,4,2014-07-12T00:00:00.000Z,HILTON DR ,20322,Unsexed - 1 Year         ,2010,100
884,10,2014-08-05T00:00:00.000Z,PROSPECT AVE ,20323,Sexed - 1 Year           ,2010,700
885,12,2015-03-13T00:00:00.000Z,E MARKET ST ,20324,Unsexed - 3 Year         ,2012,1300
886,10,2011-07-22T00:00:00.000Z,PROSPECT AVE ,20325,Sexed - 1 Year           ,2010,700
887,10,2020-11-03T00:00:00.000Z,ELLIOTT AVE ,20326,Sexed - 1 Year           ,2010,700
888,4,2016-05-13T00:00:00.000Z,GROVE RD ,20327,Unsexed - 1 Year         ,2010,1400
889,4,2020-06-19T00:00:00.000Z,FENDALL AVE ,20328,Unsexed - 1 Year         ,2010,1800
890,4,2011-07-26T00:00:00.000Z,CABELL AVE ,20329,Unsexed - 1 Year         ,2010,800
891,4,2013-06-08T00:00:00.000Z,GREENBRIER DR ,20330,Unsexed - 1 Year         ,2010,1900
892,4,2017-08-28T00:00:00.000Z,5TH ST SW ,20331,Unsexed - 1 Year         ,2010,200
893,10,2011-05-29T00:00:00.000Z,12TH ST NW ,20332,Sexed - 1 Year           ,2010,600
894,4,2011-09-14T00:00:00.000Z,HENRY AVE ,20333,Unsexed - 1 Year         ,2010,900
895,4,2013-05-29T00:00:00.000Z,ALTAVISTA AVE ,20334,Unsexed - 1 Year         ,2010,800
896,4,2013-05-24T00:00:00.000Z,WEST ST ,20335,Unsexed - 1 Year         ,2010,700
897,4,2013-07-07T00:00:00.000Z,KENWOOD LN ,20336,Unsexed - 1 Year         ,2010,1200
898,4,2011-03-31T00:00:00.000Z,KENWOOD LN ,20337,Unsexed - 1 Year         ,2010,1200
899,4,2011-04-22T00:00:00.000Z,JEFFERSON PARK AVE ,20338,Unsexed - 1 Year         ,2010,1800
900,4,2013-05-29T00:00:00.000Z,PARK ST ,20339,Unsexed - 1 Year         ,2010,800
901,4,2013-05-29T00:00:00.000Z,PARK ST ,20340,Unsexed - 1 Year         ,2010,800
902,4,2013-12-18T00:00:00.000Z,CABELL AVE ,20341,Unsexed - 1 Year         ,2010,8200
903,4,2013-12-18T00:00:00.000Z,CABELL AVE ,20342,Unsexed - 1 Year         ,2010,8200
904,4,2014-08-16T00:00:00.000Z,AVON ST ,20343,Unsexed - 1 Year         ,2010,1000
905,1,2016-12-27T00:00:00.000Z,UNIVERSITY CIR ,20344,Replacement              ,2010,0
906,4,2011-04-16T00:00:00.000Z,LITTLE HIGH ST ,20345,Unsexed - 1 Year         ,2010,1100
907,4,2013-04-02T00:00:00.000Z,CAMELLIA DR ,20346,Unsexed - 1 Year         ,2010,200
908,1,2017-07-16T00:00:00.000Z,ESSEX RD ,20347,Replacement              ,2010,1700
909,10,2017-03-16T00:00:00.000Z,JEFFERSON PARK AVE ,20348,Sexed - 1 Year           ,2010,2700
910,10,2014-06-15T00:00:00.000Z,PRESTON AVE ,20349,Sexed - 1 Year           ,2010,1300
911,4,2020-08-18T00:00:00.000Z,LIDE PL ,20350,Unsexed - 1 Year         ,2010,100
912,4,2014-03-14T00:00:00.000Z,13TH ST NE ,20351,Unsexed - 1 Year         ,2010,300
913,10,2016-06-05T00:00:00.000Z,CARLTON AVE ,20352,Sexed - 1 Year           ,2010,1000
914,4,2013-05-26T00:00:00.000Z,ALTAVISTA AVE ,20353,Unsexed - 1 Year         ,2010,800
915,4,2014-04-20T00:00:00.000Z,MONTICELLO RD ,20354,Unsexed - 1 Year         ,2010,1400
916,4,2013-03-22T00:00:00.000Z,14TH ST NW ,20355,Unsexed - 1 Year         ,2010,500
917,4,2019-08-16T00:00:00.000Z,ST CLAIR AVE ,20356,Unsexed - 1 Year         ,2010,800
918,4,2014-08-01T00:00:00.000Z,WAYSIDE PL ,20357,Unsexed - 1 Year         ,2010,1800
919,4,2018-01-15T00:00:00.000Z,ELKHORN RD ,20358,Unsexed - 1 Year         ,2010,100
920,4,2013-04-02T00:00:00.000Z,RUGBY AVE ,20359,Unsexed - 1 Year         ,2010,1600
921,4,2013-03-29T00:00:00.000Z,HEMLOCK LN ,20360,Unsexed - 1 Year         ,2010,900
922,10,2014-03-22T00:00:00.000Z,DANBURY CT ,20361,Sexed - 1 Year           ,2010,100
923,4,2016-04-08T00:00:00.000Z,THOMSON RD ,20362,Unsexed - 1 Year         ,2010,1900
924,10,2020-03-17T00:00:00.000Z,FENDALL TER ,20363,Sexed - 1 Year           ,2010,900
925,0,2010-06-12T00:00:00.000Z,ALTAVISTA AVE ,20364,Service                  ,2010,900
926,4,2013-03-18T00:00:00.000Z,BANBURY ST ,20365,Unsexed - 1 Year         ,2010,2200
927,4,2022-02-02T00:00:00.000Z,RIVES ST ,20366,Unsexed - 1 Year         ,2010,900
928,4,2014-02-20T00:00:00.000Z,RAYMOND RD ,20367,Unsexed - 1 Year         ,2010,800
929,4,2013-04-02T00:00:00.000Z,ST CLAIR AVE ,20368,Unsexed - 1 Year         ,2010,900
930,4,2016-03-18T00:00:00.000Z,RAINIER RD ,20369,Unsexed - 1 Year         ,2010,700
931,4,2019-04-14T00:00:00.000Z,MCELROY DR ,20370,Unsexed - 1 Year         ,2010,2700
932,4,2017-06-28T00:00:00.000Z,CHESAPEAKE ST ,20371,Unsexed - 1 Year         ,2010,1300
933,4,2019-07-22T00:00:00.000Z,WATERBURY CT ,20372,Unsexed - 1 Year         ,2010,100
934,4,2020-05-30T00:00:00.000Z,EVERGREEN AVE ,20373,Unsexed - 1 Year         ,2010,600
935,4,2015-02-02T00:00:00.000Z,BRANDYWINE DR ,20374,Unsexed - 1 Year         ,2010,2200
936,4,2019-02-25T00:00:00.000Z,VILLAGE RD ,20375,Unsexed - 1 Year         ,2010,800
937,10,2011-02-17T00:00:00.000Z,MADISON AVE ,20376,Sexed - 1 Year           ,2010,1600
938,4,2017-07-14T00:00:00.000Z,SHERWOOD RD ,20377,Unsexed - 1 Year         ,2010,1200
939,4,2021-02-18T00:00:00.000Z,LIDE PL ,20378,Unsexed - 1 Year         ,2010,100
940,4,2016-03-19T00:00:00.000Z,HANOVER ST ,20379,Unsexed - 1 Year         ,2010,500
941,4,2016-08-07T00:00:00.000Z,GENTRY LN ,20380,Unsexed - 1 Year         ,2010,1500
942,4,2014-01-18T00:00:00.000Z,WEST ST ,20381,Unsexed - 1 Year         ,2010,700
943,4,2014-01-18T00:00:00.000Z,WEST ST ,20382,Unsexed - 1 Year         ,2010,700
944,4,2015-04-04T00:00:00.000Z,CENTER AVE ,20383,Unsexed - 1 Year         ,2010,1600
945,10,2014-05-20T00:00:00.000Z,LONGWOOD DR ,20384,Sexed - 1 Year           ,2010,100
946,4,2014-02-21T00:00:00.000Z,NELSON DR ,20385,Unsexed - 1 Year         ,2010,700
947,4,2014-07-02T00:00:00.000Z,9TH ST NW ,20386,Unsexed - 1 Year         ,2010,200
948,4,2020-10-01T00:00:00.000Z,ANDERSON ST ,20387,Unsexed - 1 Year         ,2010,900
949,4,2014-11-14T00:00:00.000Z,E JEFFERSON ST ,20388,Unsexed - 1 Year         ,2010,1100
950,10,2012-04-30T00:00:00.000Z,E JEFFERSON ST ,20389,Sexed - 1 Year           ,2010,1100
951,4,2010-10-05T00:00:00.000Z,SMITH ST ,20390,Unsexed - 1 Year         ,2010,1200
952,4,2016-03-11T00:00:00.000Z,PRESTON AVE ,20391,Unsexed - 1 Year         ,2010,1300
953,4,2012-08-31T00:00:00.000Z,ORANGEDALE AVE ,20392,Unsexed - 1 Year         ,2010,700
954,4,2022-03-09T00:00:00.000Z,MERIWETHER ST ,20393,Unsexed - 1 Year         ,2010,1200
955,4,2017-04-01T00:00:00.000Z,MERIDIAN ST ,20394,Unsexed - 1 Year         ,2010,1600
956,1,2017-07-07T00:00:00.000Z,6TH ST SW ,20395,Replacement              ,2010,300
957,4,2022-11-27T00:00:00.000Z,BELMONT AVE ,20396,Unsexed - 1 Year         ,2010,800
958,1,2014-02-24T00:00:00.000Z,UNASSIGNED ,20397,Replacement              ,2010,0
959,4,2020-03-02T00:00:00.000Z,GREENLEAF LN ,20398,Unsexed - 1 Year         ,2010,1600
960,4,2016-07-22T00:00:00.000Z,FENDALL AVE ,20399,Unsexed - 1 Year         ,2010,1900
961,4,2018-08-04T00:00:00.000Z,FENDALL AVE ,20400,Unsexed - 1 Year         ,2010,1900
962,4,2010-11-20T00:00:00.000Z,ROBERTSON AVE ,20501,Unsexed - 1 Year         ,2010,300
963,4,2021-02-13T00:00:00.000Z,GILLESPIE AVE ,20502,Unsexed - 1 Year         ,2010,800
964,4,2011-09-14T00:00:00.000Z,HENRY AVE ,20503,Unsexed - 1 Year         ,2010,900
965,10,2022-03-05T00:00:00.000Z,PRESTON AVE ,20504,Sexed - 1 Year           ,2010,1000
966,4,2014-03-07T00:00:00.000Z,BRANDYWINE DR ,20505,Unsexed - 1 Year         ,2010,1600
967,4,2013-01-14T00:00:00.000Z,13TH ST NE ,20506,Unsexed - 1 Year         ,2010,400
968,4,2011-04-29T00:00:00.000Z,GREENLEAF LN ,20507,Unsexed - 1 Year         ,2010,1500
969,4,2013-10-13T00:00:00.000Z,GLENN CT ,20508,Unsexed - 1 Year         ,2010,2300
970,4,2013-10-13T00:00:00.000Z,GLENN CT ,20509,Unsexed - 1 Year         ,2010,2300
971,4,2010-09-07T00:00:00.000Z,WELK PL ,20510,Unsexed - 1 Year         ,2010,100
972,10,2013-07-08T00:00:00.000Z,ST ANNES RD ,20511,Sexed - 1 Year           ,2010,1600
973,4,2013-12-19T00:00:00.000Z,ST CLAIR AVE ,20512,Unsexed - 1 Year         ,2010,1100
974,4,2010-07-28T00:00:00.000Z,CABELL AVE ,20513,Unsexed - 1 Year         ,2010,800
975,4,2012-10-01T00:00:00.000Z,WALKER SQ ,20514,Unsexed - 1 Year         ,2010,700
976,4,2011-01-16T00:00:00.000Z,WAYSIDE PL ,20515,Unsexed - 1 Year         ,2010,1800
977,10,2012-06-22T00:00:00.000Z,KELLY AVE ,20516,Sexed - 1 Year           ,2010,600
978,4,2012-02-21T00:00:00.000Z,GREENBRIER DR ,20517,Unsexed - 1 Year         ,2010,2200
979,4,2019-08-17T00:00:00.000Z,BRANDYWINE DR ,20518,Unsexed - 1 Year         ,2010,2200
980,4,2012-03-25T00:00:00.000Z,WINSTON RD ,20519,Unsexed - 1 Year         ,2010,1800
981,4,2021-07-30T00:00:00.000Z,SPOTTSWOOD RD ,20520,Unsexed - 1 Year         ,2010,2000
982,4,2010-04-02T00:00:00.000Z,AZALEA DR ,20521,Unsexed - 1 Year         ,2010,200
983,4,2017-04-01T00:00:00.000Z,MASON LN ,20522,Unsexed - 1 Year         ,2010,1700
984,4,2016-12-21T00:00:00.000Z,RIVERSIDE AVE ,20523,Unsexed - 1 Year         ,2010,400
985,4,2011-02-08T00:00:00.000Z,RIVERSIDE AVE ,20524,Unsexed - 1 Year         ,2010,400
986,4,2013-12-28T00:00:00.000Z,RIVERSIDE AVE ,20525,Unsexed - 1 Year         ,2010,400
987,4,2016-12-21T00:00:00.000Z,RIVERSIDE AVE ,20526,Unsexed - 1 Year         ,2010,400
988,4,2014-09-16T00:00:00.000Z,SHERWOOD RD ,20527,Unsexed - 1 Year         ,2010,1200
989,4,2014-09-16T00:00:00.000Z,SHERWOOD RD ,20528,Unsexed - 1 Year         ,2010,1200
990,10,2013-01-23T00:00:00.000Z,DOUGLAS AVE ,20530,Sexed - 1 Year           ,2010,200
991,4,2012-04-27T00:00:00.000Z,LEXINGTON AVE ,20531,Unsexed - 1 Year         ,2010,700
992,4,2020-02-06T00:00:00.000Z,NORTH AVE ,20532,Unsexed - 1 Year         ,2010,600
993,10,2011-08-05T00:00:00.000Z,ROSSER AVE E ,20533,Sexed - 1 Year           ,2010,200
994,4,2019-02-26T00:00:00.000Z,ETON RD ,20534,Unsexed - 1 Year         ,2010,2700
995,10,2017-06-18T00:00:00.000Z,9TH ST NW ,20535,Sexed - 1 Year           ,2010,400
996,4,2013-03-24T00:00:00.000Z,DOUGLAS AVE ,20536,Unsexed - 1 Year         ,2010,2000
997,4,2013-03-04T00:00:00.000Z,KEITH VALLEY RD ,20537,Unsexed - 1 Year         ,2010,1600
998,4,2022-10-03T00:00:00.000Z,HENRY AVE ,20538,Unsexed - 1 Year         ,2010,800
999,4,2010-01-02T00:00:00.000Z,VINE ST ,20539,Unsexed - 1 Year         ,2010,1400
1000,10,2011-09-10T00:00:00.000Z,JEFFERSON PARK AVE ,20540,Sexed - 1 Year           ,2010,2700
2001,12,2018-06-22T00:00:00.000Z,MERIWETHER ST ,22074,Unsexed - 3 Year         ,2012,1100
2002,12,2013-02-02T00:00:00.000Z,BELMONT AVE ,22075,Unsexed - 3 Year         ,2012,900
2003,12,2011-04-24T00:00:00.000Z,OXFORD RD ,22076,Unsexed - 3 Year         ,2012,1500
2004,12,2011-02-19T00:00:00.000Z,RAINIER RD ,22077,Unsexed - 3 Year         ,2012,900
2005,30,2021-10-13T00:00:00.000Z,WESTVIEW RD ,22078,Sexed - 3 Year           ,2012,1800
2006,4,2012-01-31T00:00:00.000Z,RIDGE ST ,22079,Unsexed - 1 Year         ,2010,1000
2007,12,2018-12-14T00:00:00.000Z,CHESTNUT ST ,22080,Unsexed - 3 Year         ,2012,200
2008,12,2016-03-22T00:00:00.000Z,BRANDYWINE DR ,22081,Unsexed - 3 Year         ,2012,1600
2009,12,2018-10-06T00:00:00.000Z,MONTICELLO AVE ,22082,Unsexed - 3 Year         ,2012,1200
2010,12,2012-04-23T00:00:00.000Z,LYONS COURT LN ,22083,Unsexed - 3 Year         ,2012,700
2011,12,2012-04-17T00:00:00.000Z,BOLLING AVE ,22084,Unsexed - 3 Year         ,2012,900
2012,12,2014-10-06T00:00:00.000Z,MERIWETHER ST ,22085,Unsexed - 3 Year         ,2012,1100
2013,12,2012-01-31T00:00:00.000Z,BOLLING AVE ,22086,Unsexed - 3 Year         ,2012,700
2014,12,2014-02-17T00:00:00.000Z,RIDGE ST ,22087,Unsexed - 3 Year         ,2012,800
2015,10,2021-03-05T00:00:00.000Z,AUGUSTA ST ,22088,Sexed - 1 Year           ,2010,1200
2016,12,2019-01-08T00:00:00.000Z,AVON ST ,22089,Unsexed - 3 Year         ,2012,500
2017,12,2014-03-04T00:00:00.000Z,RIALTO ST ,22090,Unsexed - 3 Year         ,2012,1400
2018,12,2017-07-01T00:00:00.000Z,DRUID AVE ,22091,Unsexed - 3 Year         ,2012,900
2019,12,2017-07-01T00:00:00.000Z,DRUID AVE ,22092,Unsexed - 3 Year         ,2012,900
2020,12,2011-03-27T00:00:00.000Z,11TH ST NE ,22093,Unsexed - 3 Year         ,2012,300
2021,12,2012-03-24T00:00:00.000Z,AMHERST ST ,22094,Unsexed - 3 Year         ,2012,1600
2022,12,2011-05-06T00:00:00.000Z,FONTAINE AVE ,22095,Unsexed - 3 Year         ,2012,2300
2023,12,2014-12-22T00:00:00.000Z,DRUID AVE ,22097,Unsexed - 3 Year         ,2012,1100
2024,12,2015-05-16T00:00:00.000Z,BRANDYWINE DR ,22098,Unsexed - 3 Year         ,2012,1600
2025,12,2012-01-14T00:00:00.000Z,MIDLAND ST ,22099,Unsexed - 3 Year         ,2012,1300
2026,12,2016-02-22T00:00:00.000Z,MIDLAND ST ,22100,Unsexed - 3 Year         ,2012,1300
2027,12,2015-10-23T00:00:00.000Z,SHERWOOD RD ,22101,Unsexed - 3 Year         ,2012,1100
2028,12,2017-02-16T00:00:00.000Z,BLINCOE LN ,22102,Unsexed - 3 Year         ,2012,100
2029,1,2015-05-08T00:00:00.000Z,MIDLAND ST ,22103,Replacement              ,2010,1500
2030,12,2011-08-23T00:00:00.000Z,DRUID AVE ,22104,Unsexed - 3 Year         ,2012,1000
2031,12,2011-08-23T00:00:00.000Z,DRUID AVE ,22105,Unsexed - 3 Year         ,2012,1000
2032,12,2016-03-26T00:00:00.000Z,AGNESE ST ,22106,Unsexed - 3 Year         ,2012,1200
2033,12,2012-04-17T00:00:00.000Z,ROCKLAND AVE ,22107,Unsexed - 3 Year         ,2012,800
2034,12,2014-06-10T00:00:00.000Z,BIRDWOOD RD ,22108,Unsexed - 3 Year         ,2012,1000
2035,12,2012-02-25T00:00:00.000Z,UNASSIGNED ,22109,Unsexed - 3 Year         ,2012,0
2036,12,2011-12-10T00:00:00.000Z,VILLAGE RD ,22110,Unsexed - 3 Year         ,2012,800
2037,12,2013-03-23T00:00:00.000Z,CRESTMONT AVE ,22111,Unsexed - 3 Year         ,2012,2300
2038,12,2012-05-07T00:00:00.000Z,UNASSIGNED ,22112,Unsexed - 3 Year         ,2012,0
2039,12,2013-03-29T00:00:00.000Z,FONTAINE AVE ,22113,Unsexed - 3 Year         ,2012,2400
2040,12,2018-12-16T00:00:00.000Z,GILLESPIE AVE ,22114,Unsexed - 3 Year         ,2012,700
2041,12,2021-06-25T00:00:00.000Z,GILLESPIE AVE ,22115,Unsexed - 3 Year         ,2012,700
2042,12,2011-03-04T00:00:00.000Z,FENDALL AVE ,22116,Unsexed - 3 Year         ,2012,1900
2043,12,2019-04-11T00:00:00.000Z,VILLAGE RD ,22117,Unsexed - 3 Year         ,2012,800
2044,12,2016-03-27T00:00:00.000Z,VILLAGE RD ,22118,Unsexed - 3 Year         ,2012,800
2045,12,2013-03-29T00:00:00.000Z,ARLINGTON BLVD ,22119,Unsexed - 3 Year         ,2012,2400
2046,12,2011-09-11T00:00:00.000Z,EARLY ST ,22121,Unsexed - 3 Year         ,2012,1400
2047,12,2018-10-28T00:00:00.000Z,HESSIAN RD ,22122,Unsexed - 3 Year         ,2012,2000
2048,12,2016-05-06T00:00:00.000Z,ST CHARLES AVE ,22123,Unsexed - 3 Year         ,2012,700
2049,12,2013-11-30T00:00:00.000Z,STONEHENGE AVE ,22124,Unsexed - 3 Year         ,2012,700
2050,12,2013-05-03T00:00:00.000Z,COTTAGE LN ,22125,Unsexed - 3 Year         ,2012,900
2051,12,2013-04-21T00:00:00.000Z,HARRIS RD ,22126,Unsexed - 3 Year         ,2012,100
2052,12,2014-08-16T00:00:00.000Z,WAYSIDE PL ,22127,Unsexed - 3 Year         ,2012,1800
2053,12,2013-06-23T00:00:00.000Z,STONEHENGE AVE ,22128,Unsexed - 3 Year         ,2012,5100
2054,12,2012-07-23T00:00:00.000Z,RUTLEDGE AVE ,22129,Unsexed - 3 Year         ,2012,1500
2055,12,2016-06-03T00:00:00.000Z,12TH ST NW ,22130,Unsexed - 3 Year         ,2012,500
2056,12,2016-11-21T00:00:00.000Z,WILLARD DR ,22131,Unsexed - 3 Year         ,2012,2600
2057,12,2019-03-24T00:00:00.000Z,HAMPTON ST ,22132,Unsexed - 3 Year         ,2012,1300
2058,30,2017-03-14T00:00:00.000Z,W MAIN ST ,22133,Sexed - 3 Year           ,2012,700
2059,12,2013-06-09T00:00:00.000Z,GLENN CT ,22134,Unsexed - 3 Year         ,2012,2300
2060,12,2015-04-18T00:00:00.000Z,ROSSER LN ,22135,Unsexed - 3 Year         ,2012,900
2061,12,2014-03-16T00:00:00.000Z,NORTH AVE ,22177,Unsexed - 3 Year         ,2012,600
2062,12,2013-04-22T00:00:00.000Z,MONTICELLO AVE ,22180,Unsexed - 3 Year         ,2012,1600
2063,12,2013-02-15T00:00:00.000Z,KEITH VALLEY RD ,22181,Unsexed - 3 Year         ,2012,1600
2064,12,2013-11-23T00:00:00.000Z,LYONS CT ,22182,Unsexed - 3 Year         ,2012,600
2065,12,2013-05-28T00:00:00.000Z,LYONS CT ,22183,Unsexed - 3 Year         ,2012,600
2066,12,2013-05-28T00:00:00.000Z,LYONS CT ,22184,Unsexed - 3 Year         ,2012,600
2067,12,2012-11-27T00:00:00.000Z,COTTONWOOD RD ,22185,Unsexed - 3 Year         ,2012,1000
2068,12,2012-11-27T00:00:00.000Z,COTTONWOOD RD ,22186,Unsexed - 3 Year         ,2012,1000
2069,12,2015-11-28T00:00:00.000Z,CONCORD DR ,22187,Unsexed - 3 Year         ,2012,1600
2070,12,2014-02-12T00:00:00.000Z,HILL ST ,22188,Unsexed - 3 Year         ,2012,2200
2071,12,2013-01-15T00:00:00.000Z,BRANDYWINE DR ,22189,Unsexed - 3 Year         ,2012,1600
2072,12,2017-02-05T00:00:00.000Z,BAYLOR LN ,22190,Unsexed - 3 Year         ,2012,100
2073,12,2013-04-25T00:00:00.000Z,CHERRY AVE ,22191,Unsexed - 3 Year         ,2012,1400
2074,12,2016-01-08T00:00:00.000Z,DRUID AVE ,22192,Unsexed - 3 Year         ,2012,1000
2075,12,2019-08-03T00:00:00.000Z,ALTAVISTA AVE ,22193,Unsexed - 3 Year         ,2012,700
2076,12,2019-02-25T00:00:00.000Z,TARLETON DR ,22194,Unsexed - 3 Year         ,2012,2100
2077,12,2019-06-01T00:00:00.000Z,TARLETON DR ,22195,Unsexed - 3 Year         ,2012,2300
2078,12,2019-12-16T00:00:00.000Z,TARLETON DR ,22196,Unsexed - 3 Year         ,2012,2100
2079,12,2015-06-06T00:00:00.000Z,HIGHLAND AVE ,22197,Unsexed - 3 Year         ,2012,2300
2080,12,2014-04-13T00:00:00.000Z,WESTWOOD CIR ,22501,Unsexed - 3 Year         ,2012,100
2081,12,2013-04-15T00:00:00.000Z,WESTWOOD CIR ,22502,Unsexed - 3 Year         ,2012,100
2082,12,2014-12-21T00:00:00.000Z,WESTWOOD CIR ,22503,Unsexed - 3 Year         ,2012,100
2083,12,2013-02-03T00:00:00.000Z,FONTAINE AVE ,22504,Unsexed - 3 Year         ,2012,2500
2084,12,2013-06-14T00:00:00.000Z,COTTONWOOD RD ,22505,Unsexed - 3 Year         ,2012,1100
2085,12,2016-03-14T00:00:00.000Z,DRUID AVE ,22506,Unsexed - 3 Year         ,2012,500
2086,12,2014-07-13T00:00:00.000Z,CAMELLIA DR ,22507,Unsexed - 3 Year         ,2012,200
2087,12,2016-08-21T00:00:00.000Z,TROOST CT ,22508,Unsexed - 3 Year         ,2012,100
2088,12,2020-04-25T00:00:00.000Z,COTTAGE LN ,22509,Unsexed - 3 Year         ,2012,900
2089,12,2013-03-29T00:00:00.000Z,MONTICELLO AVE ,22510,Unsexed - 3 Year         ,2012,600
2090,12,2013-08-06T00:00:00.000Z,UNASSIGNED ,22511,Unsexed - 3 Year         ,2012,0
2091,12,2016-07-26T00:00:00.000Z,LEIGH PL ,22512,Unsexed - 3 Year         ,2012,100
2092,12,2016-11-08T00:00:00.000Z,AMHERST ST ,22513,Unsexed - 3 Year         ,2012,1600
2093,12,2016-11-08T00:00:00.000Z,AMHERST ST ,22513,Unsexed - 3 Year         ,2012,1600
2094,12,2016-08-19T00:00:00.000Z,MARIE PL ,22514,Unsexed - 3 Year         ,2012,100
2095,12,2013-03-17T00:00:00.000Z,CENTER AVE ,22515,Unsexed - 3 Year         ,2012,1600
2096,12,2014-05-09T00:00:00.000Z,BLENHEIM AVE ,22516,Unsexed - 3 Year         ,2012,1000
2097,12,2013-06-08T00:00:00.000Z,ROBERTSON AVE ,22517,Unsexed - 3 Year         ,2012,300
2098,12,2013-07-02T00:00:00.000Z,RIVES ST ,22518,Unsexed - 3 Year         ,2012,900
2099,12,2017-12-09T00:00:00.000Z,UNIVERSITY CIR ,22519,Unsexed - 3 Year         ,2012,0
2100,12,2017-05-07T00:00:00.000Z,MONTROSE AVE ,22520,Unsexed - 3 Year         ,2012,1000
2101,12,2013-05-13T00:00:00.000Z,BLENHEIM AVE ,22521,Unsexed - 3 Year         ,2012,1000
2102,12,2014-07-11T00:00:00.000Z,PARKER PL ,22522,Unsexed - 3 Year         ,2012,1100
2103,12,2017-02-27T00:00:00.000Z,HOLMES AVE ,22523,Unsexed - 3 Year         ,2012,1200
2104,12,2016-12-16T00:00:00.000Z,CONCORD DR ,22524,Unsexed - 3 Year         ,2012,1600
2105,12,2016-06-03T00:00:00.000Z,FIELD RD ,22525,Unsexed - 3 Year         ,2012,1800
2106,12,2016-07-22T00:00:00.000Z,MEADOWBROOK HEIGHTS RD ,22526,Unsexed - 3 Year         ,2012,1800
2107,12,2016-02-14T00:00:00.000Z,8TH ST NE ,22527,Unsexed - 3 Year         ,2012,500
2108,12,2019-07-14T00:00:00.000Z,CHESAPEAKE ST ,22528,Unsexed - 3 Year         ,2012,1700
2109,12,2016-04-08T00:00:00.000Z,LOCUST AVE ,22529,Unsexed - 3 Year         ,2012,600
2110,12,2017-08-12T00:00:00.000Z,CHERRY AVE ,22530,Unsexed - 3 Year         ,2012,1000
2111,12,2013-06-25T00:00:00.000Z,E MARKET ST ,22532,Unsexed - 3 Year         ,2012,1300
2112,12,2016-02-01T00:00:00.000Z,FOXBROOK LN ,22533,Unsexed - 3 Year         ,2012,1400
2113,12,2014-12-17T00:00:00.000Z,MORRIS RD ,23002,Unsexed - 3 Year         ,2013,2100
