"","Longitude","Latitude","event_date","sport","Opponent","home","win","crime_type"
"1071","-78.467982","38.020478","2019-12-29","Basketball","Navy","FALSE","TRUE","Larceny - Theft from Building"
"1072","-78.473931","38.034546","2019-12-29","Basketball","Navy","FALSE","TRUE","Assault Simple"
"1073","-78.46969","38.017745","2019-12-29","Basketball","Navy","FALSE","TRUE","Suspicious Activity"
"1074","-78.513463","38.038226","2019-12-29","Basketball","Navy","FALSE","TRUE","Vandalism"
"1075","-78.48045","38.026588","2019-12-29","Basketball","Navy","FALSE","TRUE","Missing Person-adult"
"1076","-78.501015","38.040639","2019-12-29","Basketball","Navy","FALSE","TRUE","Drunkeness DIP"
"1139","-78.487098","38.021191","2019-12-22","Basketball","South Carolina","FALSE","FALSE","Assault Aggravated"
"1140","-78.487892","38.030788","2019-12-22","Basketball","South Carolina","FALSE","FALSE","Larceny - Shoplifitng"
"1141","-78.503703","38.014946","2019-12-22","Basketball","South Carolina","FALSE","FALSE","Hit and Run"
"1142","-78.500062","38.034497","2019-12-22","Basketball","South Carolina","FALSE","FALSE","Larceny - Shoplifitng"
"1143","-78.516812","38.012056","2019-12-22","Basketball","South Carolina","FALSE","FALSE","Larceny - From Motor Vehicle"
"1194","-78.485672","38.022908","2019-12-18","Basketball","Stony Brook","FALSE","TRUE","Assault Simple"
"1195","-78.495611","38.063643","2019-12-18","Basketball","Stony Brook","FALSE","TRUE","Assist Citizen - Mental/TDO/ECO"
"1196","-78.500652","38.038978","2019-12-18","Basketball","Stony Brook","FALSE","TRUE","Larceny - From Motor Vehicle"
"1197","-78.503477","38.043331","2019-12-18","Basketball","Stony Brook","FALSE","TRUE","Hit and Run"
"1198","-78.512673","38.017288","2019-12-18","Basketball","Stony Brook","FALSE","TRUE","Assault Simple"
"1199","-78.50005","38.014495","2019-12-18","Basketball","Stony Brook","FALSE","TRUE","Drug/Narcotics Violation"
"1200","-78.503011","38.048623","2019-12-18","Basketball","Stony Brook","FALSE","TRUE","Phone Calls - Threat or Obscene"
"1201","-78.475337","38.03394","2019-12-18","Basketball","Stony Brook","FALSE","TRUE","Vandalism"
"1202","-78.494229","38.033911","2019-12-18","Basketball","Stony Brook","FALSE","TRUE","Larceny - Theft from Building"
"1203","-78.491586","38.039186","2019-12-18","Basketball","Stony Brook","FALSE","TRUE","Warrant Service"
"1204","-78.48045","38.026588","2019-12-18","Basketball","Stony Brook","FALSE","TRUE","Larceny - All Other"
"1205","-78.486363","38.064994","2019-12-18","Basketball","Stony Brook","FALSE","TRUE","Larceny - All Other"
"1206","-78.470276","38.043854","2019-12-18","Basketball","Stony Brook","FALSE","TRUE","Harassment"
"1207","-78.48045","38.026588","2019-12-18","Basketball","Stony Brook","FALSE","TRUE","Driving Under the Influence"
"1326","-78.48045","38.026588","2019-12-08","Basketball","UNC","FALSE","TRUE","Assault Simple"
"1327","-78.48045","38.026588","2019-12-08","Basketball","UNC","FALSE","TRUE","Larceny - Theft from Building"
"1328","-78.486363","38.064994","2019-12-08","Basketball","UNC","FALSE","TRUE","Larceny - Shoplifitng"
"1329","-78.481638","38.027754","2019-12-08","Basketball","UNC","FALSE","TRUE","Hit and Run"
"1330","-78.490241","38.033559","2019-12-08","Basketball","UNC","FALSE","TRUE","Vandalism"
"1331","-78.502101","38.060455","2019-12-08","Basketball","UNC","FALSE","TRUE","Burglary"
"1332","-78.491926","38.042033","2019-12-08","Basketball","UNC","FALSE","TRUE","Sex Offense"
"1333","-78.481638","38.027754","2019-12-08","Basketball","UNC","FALSE","TRUE","Vandalism"
"1334","-78.496684","38.032645","2019-12-08","Basketball","UNC","FALSE","TRUE","Larceny - From Motor Vehicle"
"1335","-78.48045","38.026588","2019-12-08","Basketball","UNC","FALSE","TRUE","Hit and Run"
"1336","-78.493464","38.058905","2019-12-08","Basketball","UNC","FALSE","TRUE","Driving Under the Influence"
"1337","-78.500296","38.034988","2019-12-08","Basketball","UNC","FALSE","TRUE","Larceny - Shoplifitng"
"1338","-78.484907","38.020692","2019-12-08","Basketball","UNC","FALSE","TRUE","Hit and Run"
"1339","-78.500873","38.03573","2019-12-08","Basketball","UNC","FALSE","TRUE","Assault Simple"
"1340","-78.49157","38.03847","2019-12-08","Basketball","UNC","FALSE","TRUE","Domestic Disturbance"
"1388","-78.492224","38.060855","2019-12-04","Basketball","Purdue","TRUE","FALSE","Larceny - From Motor Vehicle"
"1389","-78.494399","38.024646","2019-12-04","Basketball","Purdue","TRUE","FALSE","Assault Simple"
"1390","-78.49157","38.03877","2019-12-04","Basketball","Purdue","TRUE","FALSE","Missing Person-juvenile"
"1391","-78.475702","38.052489","2019-12-04","Basketball","Purdue","TRUE","FALSE","Larceny - Pocket Picking"
"1392","-78.50005","38.014495","2019-12-04","Basketball","Purdue","TRUE","FALSE","Embezzelment"
"1393","-78.497998","38.061269","2019-12-04","Basketball","Purdue","TRUE","FALSE","Assault Aggravated"
"1394","-78.471217","38.025191","2019-12-04","Basketball","Purdue","TRUE","FALSE","Assist Citizen - Mental/TDO/ECO"
"1395","-78.48045","38.026588","2019-12-04","Basketball","Purdue","TRUE","FALSE","Hit and Run"
"1396","-78.50005","38.014495","2019-12-04","Basketball","Purdue","TRUE","FALSE","Hit and Run"
"1397","-78.48045","38.026588","2019-12-04","Basketball","Purdue","TRUE","FALSE","Larceny - Theft from Building"
"1398","-78.456902","38.038632","2019-12-04","Basketball","Purdue","TRUE","FALSE","Animal Complaint"
"1399","-78.50005","38.014345","2019-12-04","Basketball","Purdue","TRUE","FALSE","Suspicious Activity"
"1400","-78.488496","38.030966","2019-12-04","Basketball","Purdue","TRUE","FALSE","Lost/FoundProperty"
"1401","-78.476647","38.030122","2019-12-04","Basketball","Purdue","TRUE","FALSE","Accident - w/out Injuries"
"1402","-78.486886","38.020477","2019-12-04","Basketball","Purdue","TRUE","FALSE","Larceny - Of Veh Parts/Access"
"1403","-78.481274","38.035213","2019-12-04","Basketball","Purdue","TRUE","FALSE","Larceny - All Other"
"1479","-78.494399","38.024646","2019-11-27","Basketball","Maine","FALSE","TRUE","Missing Person-juvenile"
"1480","-78.48995","38.036175","2019-11-27","Basketball","Maine","FALSE","TRUE","Traffic Stops"
"1481","-78.490241","38.033559","2019-11-27","Basketball","Maine","FALSE","TRUE","Suspicious Activity"
"1482","-78.480554","38.02935","2019-11-27","Basketball","Maine","FALSE","TRUE","Hit and Run"
"1483","-78.499043","38.052715","2019-11-27","Basketball","Maine","FALSE","TRUE","Larceny - All Other"
"1484","-78.493802","38.026847","2019-11-27","Basketball","Maine","FALSE","TRUE","Disorderly Conduct"
"1485","-78.495668","38.025451","2019-11-27","Basketball","Maine","FALSE","TRUE","Suspicious Activity"
"1486","-78.481893","38.031608","2019-11-27","Basketball","Maine","FALSE","TRUE","Misc - Criminal Call"
"1487","-78.494309","38.039278","2019-11-27","Basketball","Maine","FALSE","TRUE","Robbery - Strong Arm"
"1516","-78.48045","38.026588","2019-11-24","Basketball","Arizona State","FALSE","TRUE","Suspicious Activity"
"1517","-78.497998","38.061269","2019-11-24","Basketball","Arizona State","FALSE","TRUE","Assist Citizen - Mental/TDO/ECO"
"1518","-78.491926","38.042033","2019-11-24","Basketball","Arizona State","FALSE","TRUE","Assault Simple"
"1519","-78.480746","38.030391","2019-11-24","Basketball","Arizona State","FALSE","TRUE","Assault Simple"
"1520","-78.50005","38.014495","2019-11-24","Basketball","Arizona State","FALSE","TRUE","Assist Citizen - Mental/TDO/ECO"
"1521","-78.490828","38.035398","2019-11-24","Basketball","Arizona State","FALSE","TRUE","Assist Citizen - Mental/TDO/ECO"
"1522","-78.462739","38.03264","2019-11-24","Basketball","Arizona State","FALSE","TRUE","Lost/FoundProperty"
"1523","-78.494993","38.035696","2019-11-24","Basketball","Arizona State","FALSE","TRUE","Motor Vehicle Theft"
"1524","-78.485701","38.038754","2019-11-24","Basketball","Arizona State","FALSE","TRUE","Suspicious Activity"
"1525","-78.484883","38.031294","2019-11-23","Basketball","UMass","FALSE","TRUE","Vandalism"
"1526","-78.462147","38.023804","2019-11-23","Basketball","UMass","FALSE","TRUE","Suspicious Activity"
"1527","-78.471217","38.025191","2019-11-23","Basketball","UMass","FALSE","TRUE","Assist Citizen - Mental/TDO/ECO"
"1528","-78.49551","38.031987","2019-11-23","Basketball","UMass","FALSE","TRUE","Hit and Run"
"1529","-78.488354","38.01793","2019-11-23","Basketball","UMass","FALSE","TRUE","Suspicious Activity"
"1530","-78.475782","38.065924","2019-11-23","Basketball","UMass","FALSE","TRUE","Assist Citizen - Mental/TDO/ECO"
"1531","-78.479731","38.032619","2019-11-23","Basketball","UMass","FALSE","TRUE","Larceny - Theft from Building"
"1532","-78.475923","38.02264","2019-11-23","Basketball","UMass","FALSE","TRUE","Larceny - All Other"
"1533","-78.499043","38.052715","2019-11-23","Basketball","UMass","FALSE","TRUE","Embezzelment"
"1534","-78.5002","38.051498","2019-11-23","Basketball","UMass","FALSE","TRUE","Hit and Run"
"1535","-78.473624","38.05547","2019-11-23","Basketball","UMass","FALSE","TRUE","Larceny - From Motor Vehicle"
"1536","-78.46853","38.019645","2019-11-23","Basketball","UMass","FALSE","TRUE","Assault Simple"
"1537","-78.482987","38.031221","2019-11-23","Basketball","UMass","FALSE","TRUE","Lost/FoundProperty"
"1586","-78.493175","38.03523","2019-11-19","Basketball","Vermont","FALSE","TRUE","Driving Under the Influence"
"1587","-78.50499","38.023462","2019-11-19","Basketball","Vermont","FALSE","TRUE","Fraud-false pretense"
"1588","-78.5002","38.051498","2019-11-19","Basketball","Vermont","FALSE","TRUE","Fraud-credit card"
"1589","-78.503011","38.048623","2019-11-19","Basketball","Vermont","FALSE","TRUE","Larceny - All Other"
"1590","-78.48045","38.026588","2019-11-19","Basketball","Vermont","FALSE","TRUE","Accident Property Damage"
"1591","-78.477549","38.030267","2019-11-19","Basketball","Vermont","FALSE","TRUE","Misc - Non-Criminal Call"
"1592","-78.480746","38.030391","2019-11-19","Basketball","Vermont","FALSE","TRUE","Lost/FoundProperty"
"1593","-78.486048","38.028539","2019-11-19","Basketball","Vermont","FALSE","TRUE","Larceny - All Other"
"1594","-78.499504","38.027573","2019-11-19","Basketball","Vermont","FALSE","TRUE","Motor Vehicle Theft"
"1595","-78.476974","38.029267","2019-11-19","Basketball","Vermont","FALSE","TRUE","Suspicious Activity"
"1596","-78.4651","38.033533","2019-11-19","Basketball","Vermont","FALSE","TRUE","Assist Citizen - Welfare Check"
"1597","-78.491156","38.030203","2019-11-19","Basketball","Vermont","FALSE","TRUE","Burglary"
"1617","-78.48253","38.019865","2019-11-16","Basketball","Columbia","FALSE","TRUE","Hit and Run"
"1618","-78.518964","38.025784","2019-11-16","Basketball","Columbia","FALSE","TRUE","Missing Person-juvenile"
"1619","-78.491156","38.030203","2019-11-16","Basketball","Columbia","FALSE","TRUE","Suspicious Activity"
"1620","-78.476031","38.02958","2019-11-16","Basketball","Columbia","FALSE","TRUE","Assist Citizen - Mental/TDO/ECO"
"1621","-78.5002","38.051498","2019-11-16","Basketball","Columbia","FALSE","TRUE","Drug/Narcotics Violation"
"1622","-78.50005","38.014495","2019-11-16","Basketball","Columbia","FALSE","TRUE","Driving Under the Influence"
"1623","-78.48045","38.026588","2019-11-16","Basketball","Columbia","FALSE","TRUE","Hit and Run"
"1624","-78.497998","38.061269","2019-11-16","Basketball","Columbia","FALSE","TRUE","Missing Person-juvenile"
"1625","-78.497998","38.061269","2019-11-16","Basketball","Columbia","FALSE","TRUE","Missing Person-juvenile"
"1698","-78.475337","38.03394","2019-11-10","Basketball","James Madison","FALSE","TRUE","Missing Person-juvenile"
"1699","-78.510448","38.026783","2019-11-10","Basketball","James Madison","FALSE","TRUE","Assault Simple"
"1700","-78.477549","38.030267","2019-11-10","Basketball","James Madison","FALSE","TRUE","Assault Aggravated"
"1701","-78.49996","38.033951","2019-11-10","Basketball","James Madison","FALSE","TRUE","Larceny - All Other"
"1702","-78.481507","38.030773","2019-11-10","Basketball","James Madison","FALSE","TRUE","Extortion/Blackmail"
"1703","-78.462854","38.024258","2019-11-10","Basketball","James Madison","FALSE","TRUE","Assist Agency - Backup/Assist"
"1704","-78.476974","38.029267","2019-11-10","Basketball","James Madison","FALSE","TRUE","Lost/FoundProperty"
"1750","-78.495376","38.024675","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Sex Offense"
"1751","-78.498909","38.034794","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Larceny - All Other"
"1752","-78.477234","38.018098","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Vandalism"
"1753","-78.462739","38.03264","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Vandalism"
"1754","-78.469685","38.062023","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Comm Relations Initiative - CRI"
"1755","-78.49157","38.03877","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Missing Person-juvenile"
"1756","-78.481417","38.029122","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Vandalism"
"1757","-78.493889","38.021234","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Animal Complaint"
"1758","-78.48642","38.052849","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Larceny - All Other"
"1759","-78.50005","38.014495","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Fraud-credit card"
"1760","-78.480909","38.054606","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Misc - Non-Criminal Call"
"1761","-78.475307","38.031288","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Assist Citizen - Mental/TDO/ECO"
"1762","-78.480304","38.031121","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Accident Property Damage"
"1763","-78.499282","38.044155","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Suspicious Activity"
"1764","-78.486222","38.031303","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Suspicious Activity"
"1765","-78.49996","38.033951","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Larceny - Shoplifitng"
"1766","-78.477549","38.030267","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Suspicious Activity"
"1767","-78.509393","38.021309","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Larceny - From Motor Vehicle"
"1768","-78.471356","38.047375","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Larceny - From Motor Vehicle"
"1769","-78.464352","38.020288","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Assault Simple"
"1770","-78.464352","38.020288","2019-11-06","Basketball","Syracuse","TRUE","TRUE","Weapons Violations"
"6594","-78.49779","38.033404","2018-11-17","Football","Georgia Tech","TRUE","FALSE","Assault Aggravated"
"6595","-78.492224","38.060855","2018-11-17","Football","Georgia Tech","TRUE","FALSE","Larceny - All Other"
"6596","-78.486029","38.019814","2018-11-17","Football","Georgia Tech","TRUE","FALSE","Larceny - From Motor Vehicle"
"6597","-78.485672","38.022908","2018-11-17","Football","Georgia Tech","TRUE","FALSE","Larceny - From Motor Vehicle"
"6598","-78.499326","38.034122","2018-11-17","Football","Georgia Tech","TRUE","FALSE","Shots Fired/Illegal Hunting"
"6599","-78.499326","38.034122","2018-11-17","Football","Georgia Tech","TRUE","FALSE","Assault Simple"
"6600","-78.485534","38.030167","2018-11-17","Football","Georgia Tech","TRUE","FALSE","Assault Simple"
"6601","-78.487098","38.021191","2018-11-17","Football","Georgia Tech","TRUE","FALSE","Larceny - All Other"
"6700","-78.48463","38.022893","2018-11-10","Football","Liberty","FALSE","TRUE","Trespass"
"6701","-78.48045","38.026588","2018-11-10","Football","Liberty","FALSE","TRUE","Assist Citizen - Mental/TDO/ECO"
"6702","-78.461317","38.025075","2018-11-10","Football","Liberty","FALSE","TRUE","Vandalism"
"6703","-78.500517","38.034639","2018-11-10","Football","Liberty","FALSE","TRUE","Larceny - From Motor Vehicle"
"6704","-78.514402","38.023231","2018-11-10","Football","Liberty","FALSE","TRUE","Hit and Run"
"6705","-78.49235","38.063597","2018-11-10","Football","Liberty","FALSE","TRUE","Vandalism"
"6706","-78.475436","38.032453","2018-11-10","Football","Liberty","FALSE","TRUE","Death Investigation - DOA"
"6707","-78.504415","38.015538","2018-11-10","Football","Liberty","FALSE","TRUE","Domestic Disturbance"
"6708","-78.465583","38.027733","2018-11-10","Football","Liberty","FALSE","TRUE","Assault Simple"
"6709","-78.482695","38.030748","2018-11-10","Football","Liberty","FALSE","TRUE","Hit and Run"
"6710","-78.50005","38.014345","2018-11-10","Football","Liberty","FALSE","TRUE","Sex Offense-forcible fondling"
"6804","-78.468643","38.02338","2018-11-02","Football","Pittsburgh","FALSE","FALSE","Hit and Run"
"6805","-78.49006","38.066776","2018-11-02","Football","Pittsburgh","FALSE","FALSE","Misc - Criminal Call"
"6806","-78.479737","38.027836","2018-11-02","Football","Pittsburgh","FALSE","FALSE","Drunkeness DIP"
"6807","-78.47146","38.069522","2018-11-02","Football","Pittsburgh","FALSE","FALSE","Larceny - Of Veh Parts/Access"
"6808","-78.490814","38.031848","2018-11-02","Football","Pittsburgh","FALSE","FALSE","Assault Intimidation"
"6809","-78.480746","38.030391","2018-11-02","Football","Pittsburgh","FALSE","FALSE","Fraud-wire fraud"
"6810","-78.48045","38.026588","2018-11-02","Football","Pittsburgh","FALSE","FALSE","Lost/FoundProperty"
"6811","-78.468643","38.02338","2018-11-02","Football","Pittsburgh","FALSE","FALSE","Assist Citizen - Mental/TDO/ECO"
"6812","-78.476945","38.027514","2018-11-02","Football","Pittsburgh","FALSE","FALSE","Larceny - All Other"
"6813","-78.483051","38.026837","2018-11-02","Football","Pittsburgh","FALSE","FALSE","Misc - Non-Criminal Call"
"6882","-78.491051","38.02629","2018-10-27","Football","North Carolina","FALSE","TRUE","Traffic Stops"
"6883","-78.48045","38.026588","2018-10-27","Football","North Carolina","FALSE","TRUE","Traffic Stops"
"6884","-78.48045","38.026588","2018-10-27","Football","North Carolina","FALSE","TRUE","Lost/FoundProperty"
"6885","-78.477379","38.073473","2018-10-27","Football","North Carolina","FALSE","TRUE","Lost/FoundProperty"
"6886","-78.480554","38.02935","2018-10-27","Football","North Carolina","FALSE","TRUE","Larceny - Shoplifitng"
"6887","-78.481638","38.027754","2018-10-27","Football","North Carolina","FALSE","TRUE","Disorderly Conduct"
"6888","-78.48045","38.026588","2018-10-27","Football","North Carolina","FALSE","TRUE","Death Investigation - DOA"
"6889","-78.499298","38.033093","2018-10-27","Football","North Carolina","FALSE","TRUE","Larceny - From Motor Vehicle"
"6890","-78.489597","38.064408","2018-10-27","Football","North Carolina","FALSE","TRUE","Assault Aggravated"
"6891","-78.496505","38.034171","2018-10-27","Football","North Carolina","FALSE","TRUE","Solicitation illegal w/o permit"
"6892","-78.485672","38.022908","2018-10-27","Football","North Carolina","FALSE","TRUE","Vandalism"
"6893","-78.499392","38.036158","2018-10-27","Football","North Carolina","FALSE","TRUE","Assist Citizen - Mental/TDO/ECO"
"6894","-78.514989","38.024348","2018-10-27","Football","North Carolina","FALSE","TRUE","Drug/Narcotics Violation"
"6895","-78.499392","38.036158","2018-10-27","Football","North Carolina","FALSE","TRUE","Hit and Run"
"7111","-78.487098","38.021191","2018-10-13","Football","  Miami (FL)","FALSE","TRUE","Drug/Narcotics Violation"
"7112","-78.486222","38.031303","2018-10-13","Football","  Miami (FL)","FALSE","TRUE","Assault Simple"
"7113","-78.509245","38.029404","2018-10-13","Football","  Miami (FL)","FALSE","TRUE","Hit and Run"
"7114","-78.5015","38.055196","2018-10-13","Football","  Miami (FL)","FALSE","TRUE","Assist Citizen - Mental/TDO/ECO"
"7115","-78.493803","38.026547","2018-10-13","Football","  Miami (FL)","FALSE","TRUE","Assist Citizen - Mental/TDO/ECO"
"7116","-78.484883","38.031294","2018-10-13","Football","  Miami (FL)","FALSE","TRUE","Assist Citizen - Mental/TDO/ECO"
"7117","-78.47295","38.016504","2018-10-13","Football","  Miami (FL)","FALSE","TRUE","Assault Simple"
"7118","-78.487892","38.030788","2018-10-13","Football","  Miami (FL)","FALSE","TRUE","Comm Relations Initiative - CRI"
"7119","-78.500296","38.034988","2018-10-13","Football","  Miami (FL)","FALSE","TRUE","Larceny - Shoplifitng"
"7120","-78.500296","38.034988","2018-10-13","Football","  Miami (FL)","FALSE","TRUE","Larceny - Shoplifitng"
"7121","-78.492632","38.030837","2018-10-13","Football","  Miami (FL)","FALSE","TRUE","Larceny - Shoplifitng"
"7122","-78.500296","38.034988","2018-10-13","Football","  Miami (FL)","FALSE","TRUE","Larceny - All Other"
"7123","-78.451608","38.04987","2018-10-13","Football","  Miami (FL)","FALSE","TRUE","Larceny - Shoplifitng"
"7306","-78.465175","38.041622","2018-09-29","Football","NC State","TRUE","FALSE","Drug/Narcotics Violation"
"7307","-78.487974","38.05877","2018-09-29","Football","NC State","TRUE","FALSE","Missing Person-juvenile"
"7308","-78.496417","38.042215","2018-09-29","Football","NC State","TRUE","FALSE","Assist Citizen - Medical"
"7309","-78.500296","38.034988","2018-09-29","Football","NC State","TRUE","FALSE","Suspicious Activity"
"7310","-78.46495","38.030016","2018-09-29","Football","NC State","TRUE","FALSE","Larceny - All Other"
"7311","-78.484116","38.038354","2018-09-29","Football","NC State","TRUE","FALSE","Disturbance - Non Domestic"
"7312","-78.498689","38.038053","2018-09-29","Football","NC State","TRUE","FALSE","Domestic Disturbance"
"7313","-78.500296","38.034988","2018-09-29","Football","NC State","TRUE","FALSE","Vandalism"
"7314","-78.477549","38.030267","2018-09-29","Football","NC State","TRUE","FALSE","Larceny - All Other"
"7315","-78.472869","38.015537","2018-09-29","Football","NC State","TRUE","FALSE","Misc - Criminal Call"
"7316","-78.499392","38.036158","2018-09-29","Football","NC State","TRUE","FALSE","Fires Not Arson"
"7317","-78.491243","38.039108","2018-09-29","Football","NC State","TRUE","FALSE","Motor Vehicle Theft"
"7318","-78.500296","38.034988","2018-09-29","Football","NC State","TRUE","FALSE","Towed Vehicle"
"7319","-78.500296","38.034988","2018-09-29","Football","NC State","TRUE","FALSE","Larceny - All Other"
"7320","-78.451608","38.04987","2018-09-29","Football","NC State","TRUE","FALSE","Larceny - Pocket Picking"
"7403","-78.498259","38.041144","2018-09-22","Football","Louisville","FALSE","TRUE","Burglary"
"7404","-78.48045","38.026588","2018-09-22","Football","Louisville","FALSE","TRUE","Assist Citizen - Mental/TDO/ECO"
"7405","-78.49779","38.033404","2018-09-22","Football","Louisville","FALSE","TRUE","Driving Under the Influence"
"7406","-78.477348","38.028772","2018-09-22","Football","Louisville","FALSE","TRUE","Hit and Run"
"7407","-78.488002","38.030475","2018-09-22","Football","Louisville","FALSE","TRUE","Larceny - All Other"
"7408","-78.464037","38.020895","2018-09-22","Football","Louisville","FALSE","TRUE","Larceny - All Other"
"7409","-78.48045","38.026588","2018-09-22","Football","Louisville","FALSE","TRUE","Assault Intimidation"
"7410","-78.516645","38.025595","2018-09-22","Football","Louisville","FALSE","TRUE","Hit and Run"
"7411","-78.511218","38.027381","2018-09-22","Football","Louisville","FALSE","TRUE","Disorderly Conduct"
"7412","-78.481004","38.032133","2018-09-22","Football","Louisville","FALSE","TRUE","Assist Citizen - Mental/TDO/ECO"
"7413","-78.48225","38.065057","2018-09-22","Football","Louisville","FALSE","TRUE","Trespass"
"7414","-78.48045","38.026588","2018-09-22","Football","Louisville","FALSE","TRUE","Sex Offense"
"7415","-78.495718","38.040776","2018-09-22","Football","Louisville","FALSE","TRUE","Burglary"
"7416","-78.487892","38.030788","2018-09-22","Football","Louisville","FALSE","TRUE","Larceny - From Motor Vehicle"
"7417","-78.498522","38.035916","2018-09-22","Football","Louisville","FALSE","TRUE","Larceny - Shoplifitng"
"7418","-78.5002","38.051498","2018-09-22","Football","Louisville","FALSE","TRUE","Burglary"
"7419","-78.498689","38.038053","2018-09-22","Football","Louisville","FALSE","TRUE","Larceny - From Motor Vehicle"
"7420","-78.462374","38.046154","2018-09-22","Football","Louisville","FALSE","TRUE","Vandalism"
"7421","-78.493175","38.03523","2018-09-22","Football","Louisville","FALSE","TRUE","Larceny - From Motor Vehicle"
"7422","-78.4711","38.018793","2018-09-22","Football","Louisville","FALSE","TRUE","Burglary"
"7423","-78.495376","38.024675","2018-09-22","Football","Louisville","FALSE","TRUE","Larceny - From Motor Vehicle"
"7424","-78.499392","38.036158","2018-09-22","Football","Louisville","FALSE","TRUE","Assault Simple"
"7699","-78.516645","38.025595","2018-09-01","Football","Richmond","FALSE","TRUE","Assist Citizen - Mental/TDO/ECO"
"7700","-78.477549","38.030267","2018-09-01","Football","Richmond","FALSE","TRUE","Lost/FoundProperty"
"7701","-78.5002","38.051498","2018-09-01","Football","Richmond","FALSE","TRUE","Trespass"
"7702","-78.48045","38.026588","2018-09-01","Football","Richmond","FALSE","TRUE","Hit and Run"
"7703","-78.518964","38.025784","2018-09-01","Football","Richmond","FALSE","TRUE","Assist Citizen - Welfare Check"
"7704","-78.490308","38.039772","2018-09-01","Football","Richmond","FALSE","TRUE","Larceny - From Motor Vehicle"
"7705","-78.481848","38.030482","2018-09-01","Football","Richmond","FALSE","TRUE","Lost/FoundProperty"
"7706","-78.510651","38.014969","2018-09-01","Football","Richmond","FALSE","TRUE","Vandalism"
"7707","-78.485528","38.029765","2018-09-01","Football","Richmond","FALSE","TRUE","Misc - Non-Criminal Call"
"7708","-78.510651","38.014969","2018-09-01","Football","Richmond","FALSE","TRUE","Larceny - Theft from Building"
"7709","-78.497622","38.040356","2018-09-01","Football","Richmond","FALSE","TRUE","Larceny - All Other"
"7710","-78.499392","38.036158","2018-09-01","Football","Richmond","FALSE","TRUE","Larceny - All Other"
"7711","-78.509653","38.041645","2018-09-01","Football","Richmond","FALSE","TRUE","Hit and Run"
"7712","-78.491926","38.042033","2018-09-01","Football","Richmond","FALSE","TRUE","Larceny - From Motor Vehicle"
"7713","-78.490814","38.031848","2018-09-01","Football","Richmond","FALSE","TRUE","Hit and Run"
"7714","-78.480746","38.030391","2018-09-01","Football","Richmond","FALSE","TRUE","Lost/FoundProperty"
"7715","-78.494993","38.035696","2018-09-01","Football","Richmond","FALSE","TRUE","Fraud-false pretense"
"7716","-78.477234","38.018098","2018-09-01","Football","Richmond","FALSE","TRUE","Burglary"
"7717","-78.481638","38.027754","2018-09-01","Football","Richmond","FALSE","TRUE","Assault Aggravated"
"7718","-78.498406","38.052819","2018-09-01","Football","Richmond","FALSE","TRUE","Drug/Narcotics Violation"
"7719","-78.500873","38.03573","2018-09-01","Football","Richmond","FALSE","TRUE","Drug/Narcotics Violation"
"7720","-78.476031","38.02958","2018-09-01","Football","Richmond","FALSE","TRUE","Driving Under the Influence"
"11973","-78.497998","38.061269","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Larceny - All Other"
"11974","-78.488855","38.058532","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Hit and Run"
"11975","-78.486048","38.028539","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Assault Simple"
"11976","-78.500296","38.034988","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Lost/FoundProperty"
"11977","-78.49401","38.039136","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Kidnap/Abduction"
"11978","-78.494993","38.035696","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Larceny - From Motor Vehicle"
"11979","-78.477549","38.030267","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Assault Simple"
"11980","-78.5015","38.055196","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Larceny - From Motor Vehicle"
"11981","-78.499326","38.034122","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Hit and Run"
"11982","-78.51346","38.026596","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Towed Vehicle"
"11983","-78.516645","38.025595","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Towed Vehicle"
