"","Latitude","Longitude"
"735",38.029288,-78.482396
"736",38.057817,-78.493732
"737",38.038739,-78.462244
"738",38.022028,-78.518714
"739",38.04308,-78.503292
"740",38.03264,-78.462739
"741",38.022084,-78.469217
"742",38.042593,-78.460131
"743",38.031121,-78.480304
"744",38.030748,-78.482695
"745",38.030748,-78.482695
"746",38.024646,-78.494399
"747",38.018999,-78.483432
"748",38.017059,-78.517076
"749",38.02338,-78.468643
"750",38.057743,-78.491336
"751",38.024329,-78.518797
"752",38.020631,-78.481962
"753",38.037013,-78.489636
"754",38.029803,-78.479272
"755",38.049485,-78.506608
"756",38.035916,-78.498522
"757",38.020631,-78.481962
"758",38.050533,-78.495772
"759",38.017059,-78.517076
"760",38.029694,-78.465184
"761",38.029694,-78.465184
"762",38.059769,-78.493071
"763",38.06198,-78.494142
"764",38.024646,-78.494399
"765",38.028772,-78.477348
"766",38.03264,-78.484434
"767",38.029753,-78.484568
"768",38.030837,-78.492632
"769",38.021039,-78.485149
"770",38.025014,-78.463696
"771",38.038928,-78.467584
"772",38.035796,-78.502112
"773",38.034988,-78.500296
"774",38.030184,-78.482828
"775",38.025169,-78.514956
"776",38.030267,-78.477549
"777",38.017745,-78.46969
"778",38.020631,-78.481962
"779",38.03264,-78.462739
"780",38.014495,-78.50005
"781",38.028293,-78.508006
"782",38.023511,-78.481864
"783",38.034122,-78.499326
"784",38.042693,-78.465159
"785",38.020288,-78.464352
"786",38.014495,-78.50005
"787",38.038169,-78.485496
"788",38.051498,-78.5002
"789",38.051498,-78.5002
"790",38.016724,-78.516252
"791",38.014946,-78.503703
"792",38.03575,-78.484068
"793",38.038017,-78.493928
"794",38.031382,-78.481145
"795",38.030691,-78.480746
"796",38.034395,-78.488418
"797",38.034988,-78.500296
"798",38.019358,-78.472299
"799",38.035177,-78.493817
"800",38.036555,-78.460315
"801",38.021191,-78.487098
"802",38.024172,-78.474491
"803",38.064214,-78.475111
"804",38.051498,-78.5002
"805",38.029765,-78.485528
"806",38.021234,-78.493889
"807",38.027754,-78.481638
"808",38.015145,-78.481442
"809",38.024646,-78.494399
"810",38.037013,-78.489636
"811",38.030748,-78.482695
"812",38.027733,-78.465583
"813",38.03245,-78.494766
"814",38.030475,-78.488002
"815",38.015537,-78.472869
"816",38.03575,-78.484068
"817",38.031121,-78.480304
"818",38.055945,-78.494575
"819",38.02338,-78.468643
"820",38.051498,-78.5002
"821",38.026588,-78.48045
"822",38.036342,-78.488528
"823",38.046055,-78.495667
"824",38.030358,-78.478079
"825",38.030363,-78.481565
"826",38.030748,-78.482695
"827",38.023231,-78.514402
"828",38.060855,-78.492224
"829",38.028293,-78.508006
"830",38.050253,-78.50248
"831",38.022588,-78.480132
"832",38.03523,-78.493175
"833",38.052715,-78.499043
"834",38.030267,-78.477549
"835",38.017288,-78.512673
"836",38.030267,-78.477549
"837",38.039708,-78.492036
"838",38.024646,-78.494399
"839",38.017745,-78.46969
"840",38.023297,-78.47208
"841",38.022908,-78.485672
"842",38.059171,-78.494844
"843",38.02842,-78.514475
"844",38.015537,-78.472869
"845",38.025813,-78.515097
"846",38.021234,-78.493889
"847",38.021105,-78.481404
"848",38.029931,-78.48003
"849",38.028249,-78.482711
"850",38.026588,-78.48045
"851",38.04003,-78.493963
"852",38.035213,-78.481274
"853",38.023547,-78.473137
"854",38.029296,-78.480559
"855",38.063452,-78.4957
"856",38.034497,-78.500062
"857",38.025191,-78.471217
"858",38.031682,-78.481145
"859",38.02935,-78.480554
"860",38.023796,-78.49979
"861",38.024646,-78.494399
"862",38.030748,-78.482695
"863",38.065057,-78.48225
"864",38.02485,-78.471272
"865",38.027754,-78.481638
"866",38.025291,-78.480685
"867",38.028539,-78.486048
"868",38.033234,-78.493642
"869",38.035213,-78.481274
"870",38.060855,-78.492224
"871",38.040536,-78.49772
"872",38.036158,-78.499392
"873",38.026588,-78.48045
"874",38.014495,-78.50005
"875",38.026588,-78.48045
"876",38.063304,-78.497708
"877",38.026588,-78.48045
"878",38.034988,-78.500296
"879",38.033911,-78.494229
"880",38.033234,-78.493642
"881",38.026588,-78.48045
"882",38.06198,-78.494142
"883",38.02338,-78.468643
"884",38.025191,-78.471217
"885",38.042471,-78.511905
"886",38.026284,-78.508749
"887",38.039371,-78.496804
"888",38.022908,-78.485672
"889",38.062224,-78.487973
"890",38.043331,-78.503477
"891",38.051498,-78.5002
"892",38.031294,-78.484883
"893",38.035177,-78.493817
"894",38.035852,-78.457354
"895",38.017745,-78.46969
"896",38.035696,-78.494993
"897",38.046227,-78.493136
"898",38.063452,-78.4957
"899",38.031221,-78.482987
"900",38.025502,-78.49774
"901",38.065057,-78.48225
"902",38.024646,-78.494399
"903",38.031682,-78.481145
"904",38.034792,-78.489968
"905",38.035916,-78.498522
"906",38.031911,-78.480066
"907",38.037013,-78.489636
"908",38.044541,-78.497174
"909",38.024646,-78.494399
"910",38.065057,-78.48225
"911",38.030788,-78.487892
"912",38.032137,-78.478169
"913",38.026538,-78.462371
"914",38.029435,-78.489618
"915",38.014946,-78.503703
"916",38.055196,-78.5015
"917",38.031191,-78.477669
"918",38.014495,-78.50005
"919",38.035521,-78.495052
"920",38.045976,-78.460828
"921",38.016703,-78.480816
"922",38.061521,-78.470829
"923",38.022211,-78.491258
"924",38.019593,-78.486204
"925",38.052819,-78.498406
"926",38.014495,-78.50005
"927",38.034048,-78.460796
"928",38.03427,-78.478722
"929",38.033559,-78.490241
"930",38.020631,-78.481962
"931",38.021234,-78.493889
"932",38.014946,-78.503703
"933",38.026588,-78.48045
"934",38.022084,-78.469217
"935",38.018719,-78.478817
"936",38.017745,-78.46969
"937",38.014495,-78.50005
"938",38.015275,-78.482051
"939",38.017072,-78.498455
"940",38.034031,-78.477767
"941",38.015677,-78.50757
"942",38.023547,-78.473137
"943",38.020664,-78.504226
"944",38.051642,-78.494326
"945",38.026588,-78.48045
"946",38.01793,-78.488354
"947",38.027754,-78.481638
"948",38.031382,-78.481145
"949",38.030748,-78.482695
"950",38.018343,-78.488704
"951",38.026588,-78.48045
"952",38.031848,-78.490814
"953",38.060855,-78.492224
"954",38.026588,-78.48045
"955",38.027592,-78.474548
"956",38.034035,-78.495713
"957",38.030748,-78.482695
"958",38.040728,-78.478271
"959",38.027754,-78.481638
"960",38.026588,-78.48045
"961",38.030195,-78.479255
"962",38.064408,-78.489597
"963",38.026588,-78.48045
"964",38.060855,-78.492224
"965",38.029931,-78.48003
"966",38.027754,-78.481638
"967",38.026588,-78.48045
"968",38.029272,-78.481417
"969",38.021124,-78.477039
"970",38.017072,-78.498455
"971",38.048623,-78.503011
"972",38.020895,-78.464037
"973",38.026588,-78.48045
"974",38.034853,-78.471089
"975",38.066776,-78.49006
"976",38.033559,-78.490241
"977",38.024646,-78.494399
"978",38.026547,-78.493803
"979",38.018161,-78.475026
"980",38.031848,-78.490814
"981",38.020689,-78.494558
"982",38.051498,-78.5002
"983",38.031848,-78.490814
"984",38.017072,-78.498455
"985",38.051498,-78.5002
"986",38.042693,-78.465159
"987",38.018502,-78.466976
"988",38.030195,-78.477633
"989",38.017072,-78.498455
"990",38.031682,-78.481145
"991",38.052849,-78.48642
"992",38.024172,-78.474491
"993",38.026588,-78.48045
"994",38.038132,-78.490071
"995",38.030391,-78.480746
"996",38.029285,-78.489618
